score,input_string,translated_string,translated_CER,translated_WER,target_CER,target_WER,unique_id's,speaker_id's,length_deviation_words,audio_name,audio_path
4,skjema skitten skip skinke ski skilpadde pute garn glass glad,"se, se, se, se, se, se, se, se, se, se, se, se, se, se, se, se, se, se, se, se, se, se, se, se, se, se, se, se, se, se, se, se, se, se, se, se, se, se, se, se, se, se, se, se, se, se, se, se, se, se, se, se, se, se, se, se, se, se, se, se, se, se, se, se, se, se, se, se, se, se, se, se, se, se, se, se, se, se, se, se, se, se, se, se, se, se, se, se, se, se, se, se, se, se, se, se, se, se, se, se, se, se, se, se, se, se, se, se, se, se, se, se, se, se, se, se, se, se, se, se, se, se, se, se, se, se, se, se, se, se, se, se, se, se, se, se, se, se, se, se, se, se, se, se, se, se, se, se, se, se, se, se, se, se, se, se, se, se, se, se, se, se, se, se, se, se, se, se, se, se, se, se, se, se, se, se, se, se, se, se, se, se, se, se, se, se, se, se, se, se, se, se, se, se, se, se, se, se, se, se, se, se, se, se, se, se, se, se, se, se, se, se, se, se, se, se, se, se, se, se, se, se,",14.180327868852459,22.2,0.37662337662337664,1.0,"['d15', 'd16']","['d16', 'd16', 'd16', 'd16', 'd16', 'd16', 'd16', 'd15', 'd15', 'd15']",212,words_100_110.wav,../../3x10_Concatenations/3x10_score_4_sorted
4,fugl klem kjerne hytte fregner brun bror bjørn dør fortid,"ut, glem, salle, itt, fraine, berøn, berod, bjøn, berøn, fordket,","[0.75, 0.5, 1.0, 0.6, 0.42857142857142855, 0.75, 0.75, 0.4, 1.6666666666666667, 0.8333333333333334]",1.0,0.41975308641975306,1.0,['d15'],"['d15', 'd15', 'd15', 'd15', 'd15', 'd15', 'd15', 'd15', 'd15', 'd15']",0,words_110_120.wav,../../3x10_Concatenations/3x10_score_4_sorted
4,flakse fjorten erter søster snørr smerte ugle trylle trapp tjern,"slakse, sylten, at del, søste, snur, smatte, og glø, til, til opp, og sjang",0.625,1.4,0.43956043956043955,1.0,['d15'],"['d15', 'd15', 'd15', 'd15', 'd15', 'd15', 'd15', 'd15', 'd15', 'd15']",4,words_120_130.wav,../../3x10_Concatenations/3x10_score_4_sorted
4,terning skjerm stjerne lys ørn mus plaster løve løpe kvart,"tannin, schärm, stjärne, lis, ön, lyfs, plastie, løve, kramja fotus løve, kvatt",0.6379310344827587,1.2,0.43373493975903615,1.0,['d15'],"['d15', 'd15', 'd15', 'd15', 'd15', 'd15', 'd15', 'd15', 'd15', 'd15']",2,words_130_140.wav,../../3x10_Concatenations/3x10_score_4_sorted
4,sjiraff skilpadde hjort hjørne fugl grå gartner krabbe klappe kikkert,shiraf? shiripada? jo i og nye før gøo gøo gøo gøo gøo gøo gøo gøo gøo gøo gøo gøo gøo gøo,0.9420289855072463,2.1,0.42857142857142855,1.0,"['d15', 'd14']","['d15', 'd15', 'd14', 'd14', 'd14', 'd14', 'd14', 'd14', 'd14', 'd14']",11,words_140_150.wav,../../3x10_Concatenations/3x10_score_4_sorted
4,karneval hylle frukt bygge brød blyant blokk bleie blad barn,han må ha hjene hjeskt bikke bille bille bille bille bille bille bille bille bille bille bille bille bille bille bille bille bille bille bille bille bille bille bille bille bille bille bille bille bille bille bille bille bille bille bille bille bille bille bille bille bille bille bille bille bille bille bille bille bille bille bille bille bille bille bille bille bille bille bille bille bille bille bille bille bille bille bille bille bille bille bille bille bille bille bille bille bille bille bille bille bille bille bille bille bille bille bille bille bille bille bille bille bille bille bille bille bille bille bille bille bille bille bille bille bille bille bille bille bille bille bille bille bille bille bille bille bille bille bille bille bille bille bille bille bille bille bille bille bille bille bille bille bille bille bille bille bille bille bille bille bille bille b,14.183333333333334,14.9,0.42528735632183906,1.0,['d14'],"['d14', 'd14', 'd14', 'd14', 'd14', 'd14', 'd14', 'd14', 'd14', 'd14']",139,words_150_160.wav,../../3x10_Concatenations/3x10_score_4_sorted
4,dør drikke fortid fortau fly flue erter sport søppel snørr,"du er ikke på tikt, på to, fri, fri, fri, atte, sport, super snøy",0.5862068965517241,1.4,0.4074074074074074,1.0,['d14'],"['d14', 'd14', 'd14', 'd14', 'd14', 'd14', 'd14', 'd14', 'd14', 'd14']",4,words_160_170.wav,../../3x10_Concatenations/3x10_score_4_sorted
4,smerte smart skøyter skjerm sykkel svømme lue krykke pluss premie,småt sjøytei sjøytei sjøytei sjøytei sjøytei sjøytei sjøytei sjøytei sjøytei sjøytei sjøytei sjøytei sjøytei sjøytei sjøytei sjøytei sjøytei sjøytei sjøytei sjøytei sjøytei sjøytei sjøytei sjøytei sjøytei sjøytei sjøytei sjøytei sjøytei sjøytei sjøytei sjøytei sjøytei sjøytei sjøytei sjøytei sjøytei sjøytei sjøytei sjøytei sjøytei sjøytei sjøytei sjøytei sjøytei sjøytei sjøytei sjøytei sjøytei sjøytei sjøytei sjøytei sjøytei sjøytei sjøytei sjøytei sjøytei sjøytei sjøytei sjøytei sjøytei sjøytei sjøytei,7.230769230769231,6.4,0.4175824175824176,1.0,['d14'],"['d14', 'd14', 'd14', 'd14', 'd14', 'd14', 'd14', 'd14', 'd14', 'd14']",54,words_170_180.wav,../../3x10_Concatenations/3x10_score_4_sorted
4,grave hjørne hjerne klo kikkert jern hylle bryter brød blokk,"kravet, iona, iona, iona, iona, iona, iona, iona, iona, iona, iona, iona, iona, iona, iona, iona, iona, iona, iona, iona, iona, iona, iona, iona, iona, iona, iona, iona, iona, iona, iona, iona, iona, iona, iona, iona, iona, iona, iona, iona, iona, iona, iona, iona, iona, iona, iona, iona, iona, iona, iona, iona, iona, iona, iona, iona, iona, iona, iona, iona, iona, iona, iona, iona, iona, iona, iona, iona, iona, iona, iona, iona, iona, iona, iona, iona, iona, iona, iona, iona, iona, iona, iona, iona, iona, iona, iona, iona, iona, iona, iona, iona, iona, iona, iona, iona, iona, iona, iona, iona, iona, iona, iona, iona, iona, iona, iona, iona, iona, iona, iona, iona, iona, iona, iona, iona, iona, iona, iona, iona, iona, iona, iona, iona, iona, iona, iona, iona, iona, iona, iona, iona, iona, iona, iona, iona, iona, iona, iona, iona, iona, iona, iona, iona, iona, iona, iona, iona",14.483333333333333,14.8,0.4691358024691358,1.0,['d13'],"['d13', 'd13', 'd13', 'd13', 'd13', 'd13', 'd13', 'd13', 'd13', 'd13']",138,words_180_190.wav,../../3x10_Concatenations/3x10_score_4_sorted
4,flaske fjorten stupe smerte skjorte tre lys kvern plaster sjiraff,lasker sluten stita smarte sluten tee lise kvann blast styr,"[0.3333333333333333, 0.5714285714285714, 0.6, 0.16666666666666666, 0.7142857142857143, 0.3333333333333333, 0.6666666666666666, 0.4, 0.42857142857142855, 0.7142857142857143]",1.0,0.4731182795698925,1.0,['d13'],"['d13', 'd13', 'd13', 'd13', 'd13', 'd13', 'd13', 'd13', 'd13', 'd13']",0,words_190_200.wav,../../3x10_Concatenations/3x10_score_4_sorted
4,skitten skilpadde skjære premie port grave gris kort kart karneval,sitten silpader säre vem jeg? putt kralve gvis kort kort kornland,0.36363636363636365,1.0,0.42857142857142855,1.0,"['d13', 'd12']","['d13', 'd13', 'd13', 'd13', 'd13', 'd12', 'd12', 'd12', 'd12', 'd12']",1,words_200_210.wav,../../3x10_Concatenations/3x10_score_4_sorted
4,jern bryter børste blokk bart drikke fortau flaske ekorn krakk,"vi er en blittet, busske, blok, butt, blikke, fort her flasker, ekon, klok,",0.5161290322580645,1.3,0.45977011494252873,1.0,['d12'],"['d12', 'd12', 'd12', 'd12', 'd12', 'd12', 'd12', 'd12', 'd12', 'd12']",3,words_210_220.wav,../../3x10_Concatenations/3x10_score_4_sorted
4,skulder skjorte trylle tjern skjerm øre lys plaster skitten rund,skulle det sluttet triller sal salom ver det lise plaster sitten,0.515625,1.1,0.4,1.0,['d12'],"['d12', 'd12', 'd12', 'd12', 'd12', 'd12', 'd12', 'd12', 'd12', 'd12']",1,words_220_230.wav,../../3x10_Concatenations/3x10_score_4_sorted
4,grave gul grønn fugl hjort kort kjerne kikkert kart hytte,gør jeg gør jeg gør jeg gør jeg furt juts hurt sane sikets hurt hitta,0.7368421052631579,1.5,0.3972602739726027,1.0,['d11'],"['d11', 'd11', 'd11', 'd11', 'd11', 'd11', 'd11', 'd11', 'd11', 'd11']",5,words_230_240.wav,../../3x10_Concatenations/3x10_score_4_sorted
4,buss brun bart fort ekorn krakk sport søle smykke smerte,bis prøvigen bats fort elkorn kerakke sport søret smike smater,"[0.5, 1.5, 0.5, 0.0, 0.2, 0.4, 0.0, 0.5, 0.3333333333333333, 0.5]",0.8,0.4155844155844156,1.0,['d11'],"['d11', 'd11', 'd11', 'd11', 'd11', 'd11', 'd11', 'd11', 'd11', 'd11']",0,words_240_250.wav,../../3x10_Concatenations/3x10_score_4_sorted
5,gutt gul glør glass fugl frukt hjort korn kø klappe,gitt gitt blas flut gitt gitt gitt gitt gitt gitt gitt gitt gitt gitt gitt gitt gitt gitt gitt gitt gitt gitt gitt gitt gitt gitt gitt gitt gitt gitt gitt gitt gitt gitt gitt gitt gitt gitt gitt gitt gitt gitt gitt gitt gitt gitt gitt gitt gitt gitt gitt gitt gitt gitt gitt gitt gitt gitt gitt gitt gitt gitt gitt gitt gitt gitt gitt gitt gitt gitt gitt gitt gitt gitt gitt gitt gitt gitt gitt gitt gitt gitt gitt gitt gitt gitt gitt gitt gitt gitt gitt gitt gitt gitt gitt gitt gitt gitt gitt gitt gitt gitt gitt gitt gitt gitt gitt gitt gitt gitt gitt gitt gitt gitt gitt gitt gitt gitt gitt gitt gitt gitt gitt gitt gitt gitt gitt gitt gitt gitt gitt gitt gitt gitt gitt gitt gitt gitt gitt gitt gitt gitt gitt gitt gitt gitt gitt gitt,14.117647058823529,14.8,0.5072463768115942,1.0,['d19'],"['d19', 'd19', 'd19', 'd19', 'd19', 'd19', 'd19', 'd19', 'd19', 'd19']",138,words_0_10.wav,../../3x10_Concatenations/3x10_score_5_sorted
5,kart karneval internett briller børste blyant blomst blokk bleie blå,hva? hva noen? internet penel bossa blient blom blok blaye blom,0.45588235294117646,1.1,0.504950495049505,1.0,['d19'],"['d19', 'd19', 'd19', 'd19', 'd19', 'd19', 'd19', 'd19', 'd19', 'd19']",1,words_10_20.wav,../../3x10_Concatenations/3x10_score_5_sorted
5,bjørn bart flue enhjørning dyne dykke dør bygge kort fly,vi harbatt fluget en ny ny divina bikke dør bikke hopp fluget,0.5714285714285714,1.1,0.5064935064935064,1.0,['d19'],"['d19', 'd19', 'd19', 'd19', 'd19', 'd19', 'd19', 'd19', 'd19', 'd19']",2,words_20_30.wav,../../3x10_Concatenations/3x10_score_5_sorted
5,sport søt søle snø start tynn syk torne terning synge,sport sølp sølp sølp sølp sølp sølp sølp sølp sølp sølp sølp sølp sølp sølp sølp sølp sølp sølp sølp sølp sølp sølp sølp sølp sølp sølp sølp sølp sølp sølp sølp sølp sølp sølp sølp sølp sølp sølp sølp sølp sølp sølp sølp sølp sølp sølp sølp sølp sølp sølp sølp sølp sølp sølp sølp sølp sølp sølp sølp sølp sølp sølp sølp sølp sølp sølp sølp sølp sølp sølp sølp sølp sølp sølp sølp sølp sølp sølp sølp sølp sølp sølp sølp sølp sølp sølp sølp sølp sø,8.0,8.9,0.5068493150684932,1.0,['d19'],"['d19', 'd19', 'd19', 'd19', 'd19', 'd19', 'd19', 'd19', 'd19', 'd19']",80,words_30_40.wav,../../3x10_Concatenations/3x10_score_5_sorted
5,sykkel nøkkel munn lys lyn lue ku sjø plante skinke,det er ikke sånn at jeg ikke jeg ikke jeg ikke jeg ikke jeg ikke jeg ikke jeg ikke jeg ikke jeg ikke jeg ikke jeg ikke jeg ikke jeg ikke jeg ikke jeg ikke jeg ikke jeg ikke jeg ikke jeg ikke jeg ikke jeg ikke jeg ikke jeg ikke jeg ikke jeg ikke jeg ikke jeg ikke jeg ikke jeg ikke jeg ikke jeg ikke jeg ikke jeg ikke jeg ikke jeg ikke jeg ikke jeg ikke jeg ikke jeg ikke jeg ikke jeg ikke jeg ikke jeg ikke jeg ikke jeg ikke jeg ikke jeg ikke jeg ikke jeg ikke jeg ikke jeg ikke jeg ikke jeg ikke jeg ikke jeg ikke jeg ikke jeg ikke jeg ikke jeg ikke jeg ikke jeg ikke jeg ikke jeg ikke jeg ikke jeg ikke jeg ikke jeg ikke jeg ikke jeg ikke jeg ikke jeg ikke jeg ikke jeg ikke jeg ikke jeg ikke jeg ikke jeg ikke jeg ikke jeg ikke jeg ikke jeg ikke jeg ikke jeg ikke jeg ikke jeg ikke jeg ikke jeg ikke jeg ikke jeg ikke jeg ikke jeg ikke jeg ikke jeg ikke jeg ikke jeg ikke jeg ikke jeg ikke jeg ikke jeg ikke jeg ikke jeg ikke jeg ikke jeg ikke jeg ikke jeg ikke jeg ikke jeg ikke jeg ikke jeg ikke jeg ikke jeg ikke jeg ikke jeg ikke jeg ikke jeg ikke jeg ikke jeg ikke jeg ikke jeg ikke jeg ikke jeg ikke jeg ikke jeg ikke jeg ikke jeg ikke jeg ikke jeg ikke jeg ikke jeg ikke jeg ikke jeg ikke jeg ikke jeg ikke jeg ikke jeg ikke jeg ikke jeg ikke jeg ikke jeg ikke jeg ikke jeg ikke jeg ikke jeg ikke jeg ikke jeg ikke jeg ikke,25.666666666666668,29.7,0.5068493150684932,1.0,['d19'],"['d19', 'd19', 'd19', 'd19', 'd19', 'd19', 'd19', 'd19', 'd19', 'd19']",287,words_40_50.wav,../../3x10_Concatenations/3x10_score_5_sorted
5,grønn gul gutt hjerte grave hjørne gris glad grå glorie,grøn gyrt gyrt jatte grava iørne gyrt glatt grå lure,"[0.2, 1.0, 0.5, 0.5, 0.2, 0.3333333333333333, 0.75, 0.5, 0.0, 0.5]",0.9,0.5064935064935064,1.0,['d18'],"['d18', 'd18', 'd18', 'd18', 'd18', 'd18', 'd18', 'd18', 'd18', 'd18']",0,words_50_60.wav,../../3x10_Concatenations/3x10_score_5_sorted
5,glør fugl glass gartner hjort kø hund krabbe frø kort,gle sølg blas gartner jutt hjent krabbe krabbe kort,0.41509433962264153,0.7,0.5070422535211268,1.0,['d18'],"['d18', 'd18', 'd18', 'd18', 'd18', 'd18', 'd18', 'd18', 'd18', 'd18']",-1,words_60_70.wav,../../3x10_Concatenations/3x10_score_5_sorted
5,koffert klo klem klappe kart karneval jus jern internett hytte,kuffert klo klem klappe kart karnet val jus jens internet hittet,0.12903225806451613,0.6,0.5057471264367817,1.0,['d18'],"['d18', 'd18', 'd18', 'd18', 'd18', 'd18', 'd18', 'd18', 'd18', 'd18']",1,words_70_80.wav,../../3x10_Concatenations/3x10_score_5_sorted
5,hylle huske frukt blå fregner by brun brød bro briller,"hildet, riske, frikke blå, freiner, b, brun, dra, brun rilet","[0.8, 0.6, 0.6, 0.3333333333333333, 0.2857142857142857, 0.5, 0.25, 0.75, 0.6666666666666666, 0.42857142857142855]",1.0,0.5061728395061729,1.0,['d18'],"['d18', 'd18', 'd18', 'd18', 'd18', 'd18', 'd18', 'd18', 'd18', 'd18']",0,words_80_90.wav,../../3x10_Concatenations/3x10_score_5_sorted
5,børste blyant blomst blokk bleie blad bjørn bart artist kran,"børste, blient, blont, blott, blaier, blont, gyrn, bert, altist, trang,","[0.16666666666666666, 0.5, 0.5, 0.6, 0.6, 1.0, 0.8, 0.5, 0.3333333333333333, 0.75]",1.0,0.5056179775280899,1.0,['d18'],"['d18', 'd18', 'd18', 'd18', 'd18', 'd18', 'd18', 'd18', 'd18', 'd18']",0,words_90_100.wav,../../3x10_Concatenations/3x10_score_5_sorted
5,buss bygge frakk dør fortid fort fly flue flette flakse,brys begger frak dør fortig fort flie flue flak flakse,"[0.5, 0.4, 0.2, 0.0, 0.16666666666666666, 0.0, 0.6666666666666666, 0.0, 0.6666666666666666, 0.0]",0.6,0.5063291139240507,1.0,['d18'],"['d18', 'd18', 'd18', 'd18', 'd18', 'd18', 'd18', 'd18', 'd18', 'd18']",0,words_100_110.wav,../../3x10_Concatenations/3x10_score_5_sorted
5,flagg fjorten erter enhjørning ekorn dyne dykke drue drops krakk,slag 14 partig ennøyning ekko dina dike dryle drogs trepp,"[0.4, 1.0, 0.8, 0.3, 0.6, 0.5, 0.4, 0.5, 0.2, 0.8]",1.0,0.5056179775280899,1.0,['d18'],"['d18', 'd18', 'd18', 'd18', 'd18', 'd18', 'd18', 'd18', 'd18', 'd18']",0,words_110_120.wav,../../3x10_Concatenations/3x10_score_5_sorted
5,flaske krone stjerne søt søster søppel sølv søle snørr snø,flåske kromen stjærne sørt sørt sørt sørt sørt sørt sørt,"[0.16666666666666666, 0.4, 0.14285714285714285, 0.3333333333333333, 0.5, 0.6666666666666666, 0.5, 0.5, 0.4, 1.0]",1.0,0.5056179775280899,1.0,['d18'],"['d18', 'd18', 'd18', 'd18', 'd18', 'd18', 'd18', 'd18', 'd18', 'd18']",0,words_120_130.wav,../../3x10_Concatenations/3x10_score_5_sorted
5,smykke smør smerte smart skulder skøyter skjørt start støvel stupe,smirke smer smerte smart skilder fjett start stølgel styrte,0.3181818181818182,0.7,0.5052631578947369,1.0,['d18'],"['d18', 'd18', 'd18', 'd18', 'd18', 'd18', 'd18', 'd18', 'd18', 'd18']",-1,words_130_140.wav,../../3x10_Concatenations/3x10_score_5_sorted
5,tynn turn trylle troll tre trapp tralle torne terning tårn,10 10 trille trilve trilve trilve trilve trilve trilve trilve trilve trilve trilve trilve trilve trilve trilve trilve trilve trilve trilve trilve trilve trilve trilve trilve trilve trilve trilve trilve trilve trilve trilve trilve trilve trilve trilve trilve trilve trilve trilve trilve trilve trilve trilve trilve trilve trilve trilve trilve trilve trilve trilve trilve trilve trilve trilve trilve trilve trilve trilve trilve trilve trilve trilve trilve trilve trilve trilve trilve trilve trilve trilve trilve trilve trilve trilve trilve trilve trilve trilve trilve trilve trilve trilve trilve trilve trilve trilve trilve trilve trilve trilve trilve trilve trilve trilve trilve trilve trilve trilve trilve trilve trilve trilve trilve trilve trilve trilve trilve trilve trilve tr,12.724137931034482,11.3,0.5064935064935064,1.0,['d18'],"['d18', 'd18', 'd18', 'd18', 'd18', 'd18', 'd18', 'd18', 'd18', 'd18']",103,words_140_150.wav,../../3x10_Concatenations/3x10_score_5_sorted
5,synge sykkel syk svømme skjerm vindu skjema lyn ørn øre,sikkel sik svennne førm vind førm vind ödda,0.5818181818181818,1.0,0.5066666666666667,1.0,['d18'],"['d18', 'd18', 'd18', 'd18', 'd18', 'd18', 'd18', 'd18', 'd18', 'd18']",-2,words_150_160.wav,../../3x10_Concatenations/3x10_score_5_sorted
5,ødelagt nøkkel mus munn lytte lys lue plante løve løpe,ödlappet nåkkel møs møn littet lise løve plante løve løve,"[0.7142857142857143, 0.16666666666666666, 0.3333333333333333, 0.5, 0.4, 0.6666666666666666, 0.6666666666666666, 0.0, 0.0, 0.25]",0.8,0.5060240963855421,1.0,['d18'],"['d18', 'd18', 'd18', 'd18', 'd18', 'd18', 'd18', 'd18', 'd18', 'd18']",0,words_160_170.wav,../../3x10_Concatenations/3x10_score_5_sorted
5,kvern kurv ku krykke planke kropp plaster sjø skitten skip,plan kird kird kriske planke krop plastis sja sja sja sja sja,0.46551724137931033,1.1,0.5061728395061729,1.0,['d18'],"['d18', 'd18', 'd18', 'd18', 'd18', 'd18', 'd18', 'd18', 'd18', 'd18']",2,words_170_180.wav,../../3x10_Concatenations/3x10_score_5_sorted
5,skinke skilpadde skive sju ski sjiraff sjakk rund pute premie,fynke fynke fynke fynke fynke fynke fynke fynke fynke fynke fynke fynke fynke fynke fynke fynke fynke fynke fynke fynke fynke fynke fynke fynke fynke fynke,2.1147540983606556,2.6,0.5061728395061729,1.0,['d18'],"['d18', 'd18', 'd18', 'd18', 'd18', 'd18', 'd18', 'd18', 'd18', 'd18']",16,words_180_190.wav,../../3x10_Concatenations/3x10_score_5_sorted
5,gris hjort hjerte hjerne gutt gul grønn garn grave glør,"det er i jok ja, det ja, det ja, det gut gul guren gorn girove glør",0.6363636363636364,1.4,0.5068493150684932,1.0,['d17'],"['d17', 'd17', 'd17', 'd17', 'd17', 'd17', 'd17', 'd17', 'd17', 'd17']",6,words_190_200.wav,../../3x10_Concatenations/3x10_score_5_sorted
5,glitter gartner horn karneval klappe krakk kort korn kø klo,gart ned hon kalle var det klappe krakke korn kør klop,0.4406779661016949,1.0,0.5060240963855421,1.0,['d17'],"['d17', 'd17', 'd17', 'd17', 'd17', 'd17', 'd17', 'd17', 'd17', 'd17']",1,words_200_210.wav,../../3x10_Concatenations/3x10_score_5_sorted
5,klem kjerne huske kikkert kart jus jern internett hytte hylle,glem sjøvne hysk sikket kort hjøs jange imte lett hjetta hilla,0.3770491803278688,1.1,0.5060240963855421,1.0,['d17'],"['d17', 'd17', 'd17', 'd17', 'd17', 'd17', 'd17', 'd17', 'd17', 'd17']",1,words_210_220.wav,../../3x10_Concatenations/3x10_score_5_sorted
5,frukt flaske fregner buss brun brød briller blomst blokk blad,sørøkker flåske sørønny du slørønny det gør det gør plåmst plåk blåt,0.639344262295082,1.2,0.5053763440860215,1.0,['d17'],"['d17', 'd17', 'd17', 'd17', 'd17', 'd17', 'd17', 'd17', 'd17', 'd17']",2,words_220_230.wav,../../3x10_Concatenations/3x10_score_5_sorted
5,blå bjørn bart barn kran bryter by frakk bygge fortau,blå blå båk båk kran bryte b rack bikke fokke,"[0.0, 0.8, 0.75, 0.75, 0.0, 0.16666666666666666, 0.5, 0.4, 0.6, 0.6666666666666666]",0.8,0.5068493150684932,1.0,['d17'],"['d17', 'd17', 'd17', 'd17', 'd17', 'd17', 'd17', 'd17', 'd17', 'd17']",0,words_230_240.wav,../../3x10_Concatenations/3x10_score_5_sorted
5,fly flue flette flakse flagg fjorten erter ekorn dykke dør,flik fluk fluk flak flak fluk hattet ej dikke dølg,"[0.6666666666666666, 0.25, 0.6666666666666666, 0.3333333333333333, 0.4, 0.8571428571428571, 0.8, 0.8, 0.2, 0.6666666666666666]",1.0,0.5060240963855421,1.0,['d17'],"['d17', 'd17', 'd17', 'd17', 'd17', 'd17', 'd17', 'd17', 'd17', 'd17']",0,words_240_250.wav,../../3x10_Concatenations/3x10_score_5_sorted
5,drikke krone kropp stupe start sport søt søster søppel sølv,dikker kroner krop skytte start spokk søt søt søt søt søt søt,0.3728813559322034,1.0,0.5057471264367817,1.0,['d17'],"['d17', 'd17', 'd17', 'd17', 'd17', 'd17', 'd17', 'd17', 'd17', 'd17']",2,words_250_260.wav,../../3x10_Concatenations/3x10_score_5_sorted
5,søle snørr snø smykke smør smerte smart skulder støvel vindu,søv alle søv alle søv alle søv alle søv alle søv alle søv alle søv alle søv alle søv alle søv alle søv alle søv alle søv alle søv alle søv alle søv alle søv alle søv alle søv alle søv alle søv alle søv alle søv alle søv alle søv alle søv alle søv alle søv alle søv alle søv alle søv alle søv alle søv alle søv alle søv alle søv alle søv alle søv alle søv alle søv alle søv alle søv alle søv alle søv alle søv alle søv alle søv alle søv alle søv alle søv alle søv alle søv alle søv alle søv alle søv alle søv alle søv alle søv alle søv alle søv alle søv alle søv alle søv alle søv alle søv alle søv alle søv alle søv alle søv alle søv alle søv alle søv alle søv alle søv alle søv alle søv alle søv alle søv alle søv alle søv alle søv alle søv alle søv alle søv alle søv alle søv alle søv alle søv alle,12.75,17.8,0.5053763440860215,1.0,['d17'],"['d17', 'd17', 'd17', 'd17', 'd17', 'd17', 'd17', 'd17', 'd17', 'd17']",168,words_260_270.wav,../../3x10_Concatenations/3x10_score_5_sorted
5,turn trylle troll tre trapp tralle torne tjern terning tårn,tjør tjør tjør tjør tjør tjør tjør tjør tjør tjør tjør tjør tjør tjør tjør tjør tjør tjør tjør tjør tjør tjør tjør tjør tjør tjør tjør tjør tjør tjør tjør tjør tjør tjør tjør tjør tjør tjør tjør tjør tjør tjør tjør tjør tjør tjør tjør tjør tjør tjør tjør tjør tjør tjør tjør tjør tjør tjør tjør tjør tjør tjør tjør tjør tjør tjør tjør tjør tjør tjør tjør tjør tjør tjør tjør tjør tjør tjør tjør tjør tjør tjør tjør tjør tjør tjør tjør tjør tjør,7.016949152542373,8.9,0.5064935064935064,1.0,['d17'],"['d17', 'd17', 'd17', 'd17', 'd17', 'd17', 'd17', 'd17', 'd17', 'd17']",79,words_270_280.wav,../../3x10_Concatenations/3x10_score_5_sorted
5,synge sykkel syk skjerf øre nøkkel mus munn lytte lyn,sikker sikker sajf døne nåkkel nåkkel nåkkel litt da linn,"[0.8, 0.3333333333333333, 1.0, 0.8333333333333334, 1.6666666666666667, 0.16666666666666666, 2.0, 1.0, 1.0, 0.6666666666666666]",1.0,0.5068493150684932,1.0,['d17'],"['d17', 'd17', 'd17', 'd17', 'd17', 'd17', 'd17', 'd17', 'd17', 'd17']",0,words_280_290.wav,../../3x10_Concatenations/3x10_score_5_sorted
5,lue løve løpe kvart kurv skjema plante pluss sjiraff plystre,løve løve løve løve kjån kjån kjån sjema plong plus sjeder plus,0.55,1.1,0.5056179775280899,1.0,['d17'],"['d17', 'd17', 'd17', 'd17', 'd17', 'd17', 'd17', 'd17', 'd17', 'd17']",2,words_290_300.wav,../../3x10_Concatenations/3x10_score_5_sorted
5,skive skilpadde sjø skjære rød pute prins premie port rund,"siva siva, bap sjo kjærde hjø pyrtte pyrtte pyrtte pyrte jeg med port hjøyn",0.7413793103448276,1.3,0.5063291139240507,1.0,['d17'],"['d17', 'd17', 'd17', 'd17', 'd17', 'd17', 'd17', 'd17', 'd17', 'd17']",4,words_300_310.wav,../../3x10_Concatenations/3x10_score_5_sorted
5,hjort hjerne gutt gul garn glitter glad gartner hund huske,"hjort ja, ne gist gyr gann littet gla gart nør hym hysk",0.3275862068965517,1.1,0.5064935064935064,1.0,['d16'],"['d16', 'd16', 'd16', 'd16', 'd16', 'd16', 'd16', 'd16', 'd16', 'd16']",2,words_310_320.wav,../../3x10_Concatenations/3x10_score_5_sorted
