Word,Transcribed,Wer Error,Score
stær, Stær,0.25,5
stær, Stær..,0.5,4
stær, Står,0.5,4
stær, gital?,0.8333333333333334,3
stær, Stær..,0.5,4
stær, Stær,0.25,5
stær, Stær,0.25,4
stær, Stær,0.25,5
stær, Stær,0.25,5
stær, Stær,0.25,4
stær, Stær,0.25,5
stær, De der,0.8333333333333334,4
stær, Stad,0.75,3
stær, Stære,0.4,4
stær, Der..,1.0,5
syk, Stink,0.8,3
syk, Ski,1.0,4
syk, Syk,0.3333333333333333,5
syk, Kikk,0.75,5
syk, Syk,0.3333333333333333,5
syk, Synk,0.5,5
syk, Syk,0.3333333333333333,5
syk, Syk,0.3333333333333333,4
syk, Syk,0.3333333333333333,5
syk, Sik,0.6666666666666666,5
syk, syk?,0.25,5
syk, Skik,0.75,4
syk, Sik,0.6666666666666666,5
syk, Syk,0.3333333333333333,5
syk, Syk,0.3333333333333333,5
syk, Syk,0.3333333333333333,4
syk, Kjik,0.75,4
syk, Kir,1.0,3
syk, Sint,1.0,5
syk, Hikk,0.75,2
syk, Syk,0.3333333333333333,4
syk, Syk,0.3333333333333333,5
syk, Syk,0.3333333333333333,5
syk, Syk,0.3333333333333333,5
syk, Syk,0.3333333333333333,5
syk, Skik,0.75,5
syk, Syk,0.3333333333333333,5
syk, Sik,0.6666666666666666,3
syk, Syk,0.3333333333333333,5
syk, Syk,0.3333333333333333,4
syk, Syk,0.3333333333333333,5
syk, Syk,0.3333333333333333,4
syk, Syk,0.3333333333333333,5
syk, Syk,0.3333333333333333,5
syk, syk?,0.25,5
syk, Syk,0.3333333333333333,5
syk, Syk,0.3333333333333333,5
syk, syk?,0.25,5
syk, Slik,0.75,5
syk, Syk,0.3333333333333333,4
syk, syk?,0.25,5
syk, Syk,0.3333333333333333,5
syk, Syk,0.3333333333333333,5
syk, Syk,0.3333333333333333,5
syk, Syk,0.3333333333333333,5
syk, Syk,0.3333333333333333,5
syk, Syk,0.3333333333333333,3
syk, Syk,0.3333333333333333,5
syk, Sukk,0.75,3
syk, Skyt,0.75,4
syk, To,1.5,3
syk, Syk,0.3333333333333333,5
hjerte, Gjette,0.3333333333333333,4
hjerte, Hjerte,0.16666666666666666,5
hjerte, Hjerte,0.16666666666666666,5
hjerte," Ja, du",1.0,3
hjerte, gjette?,0.42857142857142855,3
hjerte, Nå,3.0,3
hjerte, Hjerte,0.16666666666666666,4
hjerte, Ja,3.0,3
hjerte, Gjette,0.3333333333333333,3
hjerte, Geite,0.6,4
hjerte, Gjert den..,0.5454545454545454,4
hjerte, Hjerte,0.16666666666666666,4
hjerte, Gjette,0.3333333333333333,3
hjerte, Ja da..,1.0,3
hjerte, Jakke,1.0,4
hjerte," Ja, du",1.0,3
hjerte, Gjør det,0.625,4
hjerte, Hjerte,0.16666666666666666,5
hjerte, Hjerte,0.16666666666666666,5
hjerte, Ja,3.0,3
hjerte, Hjerte,0.16666666666666666,3
hjerte, Hjertet,0.2857142857142857,5
hjerte, Hjerte,0.16666666666666666,5
hjerte, Gjertet,0.2857142857142857,4
hjerte, Hjerte,0.16666666666666666,4
hjerte, Hjerte,0.16666666666666666,4
hjerte, Hjerte,0.16666666666666666,5
hjerte, Ja,3.0,4
hjerte, Jakte,0.8,3
hjerte, Hjerte,0.16666666666666666,5
hjerte, Jente,0.6,4
hjerte, Hjelpe,0.5,3
hjerte, Hjerte,0.16666666666666666,5
hjerte, Hjerte,0.16666666666666666,5
hjerte, Hjerte,0.16666666666666666,5
hjerte, Hjertet,0.2857142857142857,5
hjerte, Hjerte,0.16666666666666666,3
hjerte, Ja,3.0,3
hjerte, Jødde,1.0,3
hjerte, Hjerte,0.16666666666666666,4
hjerte," gå, gå!",1.0,5
hjerte, Hjertet,0.2857142857142857,5
hjerte, Hjerte,0.16666666666666666,5
hjerte, Gjette,0.3333333333333333,2
hjerte, Gjertet,0.2857142857142857,4
hjerte, Med hjertet,0.45454545454545453,5
hjerte, Hjerte,0.16666666666666666,5
hjerte, Ja,3.0,5
hjerte, Botten,0.8333333333333334,2
hjerte, Ja. T,1.2,3
hjerte, Hjerte,0.16666666666666666,4
flakse, Flakse,0.16666666666666666,3
flakse, Raxio,1.0,3
flakse, Gul,2.0,2
flakse, faxe?,0.8,3
flakse, Herr Axel..,0.9090909090909091,3
flakse, Axel,1.5,5
flakse, Frakse,0.3333333333333333,3
flakse, Flakse,0.16666666666666666,5
flakse, Frax,1.25,3
flakse, Skakser,0.42857142857142855,3
flakse, Flakse,0.16666666666666666,5
flakse, Frakse,0.3333333333333333,3
flakse, Faraxe,0.8333333333333334,3
flakse, hva er flaks?,0.6153846153846154,3
flakse, Flakse,0.16666666666666666,5
flakse, Frakse,0.3333333333333333,3
flakse, Flakse,0.16666666666666666,4
flakse, Og lakse,0.375,4
flakse, Flakse,0.16666666666666666,5
flakse, Sjakkje,0.5714285714285714,3
flakse, flakse?,0.14285714285714285,4
flakse, Flakse..,0.375,3
flakse, Lakse..,0.5714285714285714,5
flakse, Fraksje,0.42857142857142855,3
flakse, Frakse,0.3333333333333333,3
flakse, Føkser,0.6666666666666666,3
flakse, Flakse,0.16666666666666666,5
flakse, Flakse,0.16666666666666666,3
flakse, Flakse,0.16666666666666666,5
flakse, Flakse,0.16666666666666666,5
flakse, Flakse..,0.375,5
flakse, Svekse,0.5,2
flakse, Flakse,0.16666666666666666,5
flakse, Flakse,0.16666666666666666,5
flakse, med aksjene?,0.6666666666666666,2
flakse, Flakse,0.16666666666666666,4
flakse, Flaks,0.4,3
flakse, Frakse,0.3333333333333333,3
flakse, Slakse,0.16666666666666666,4
flakse, Flakse,0.16666666666666666,5
flakse, flaks!,0.16666666666666666,4
flakse, Faraxe,0.8333333333333334,3
flakse, Flakse,0.16666666666666666,5
flakse, Lakse..,0.5714285714285714,5
flakse, Prakse,0.3333333333333333,2
flakse, Flakse,0.16666666666666666,5
flakse, Frakse,0.3333333333333333,3
flakse, For action,0.9,3
flakse, Flakse,0.16666666666666666,5
flakse, Flopsje,0.5714285714285714,3
flakse, Fraksje,0.42857142857142855,3
sjiraff, Sjiraff,0.14285714285714285,4
sjiraff, Sjøb,1.5,4
sjiraff, Slapp,1.2,2
sjiraff," Skyr, ass",0.7777777777777778,4
sjiraff, Fire,1.25,3
sjiraff, Sjiraff,0.14285714285714285,4
sjiraff, Sjiraff,0.14285714285714285,4
sjiraff, Sjiraff,0.14285714285714285,4
sjiraff, Sheref..,0.75,5
sjiraff," Hyr, ass",0.875,3
sjiraff, sjiraff!,0.125,5
sjiraff, Sjiraff,0.14285714285714285,5
sjiraff, fyller du?,0.9,3
sjiraff, Sjiraff,0.14285714285714285,4
sjiraff, Sjiraff,0.14285714285714285,3
sjiraff, fjeraf?,0.42857142857142855,4
sjiraff, kjera?,0.6666666666666666,5
sjiraff, Sjiraff,0.14285714285714285,4
sjiraff, styraff?,0.375,4
sjiraff, Se opp,1.1666666666666667,4
sjiraff, Sjiraff,0.14285714285714285,4
sjiraff, Hiraff,0.3333333333333333,5
sjiraff, Sjiraff,0.14285714285714285,4
sjiraff, Sjiraff,0.14285714285714285,4
sjiraff, Sjiraff,0.14285714285714285,5
sjiraff, Sjiraff,0.14285714285714285,5
sjiraff, Sjiraff,0.14285714285714285,5
sjiraff, Skira,0.8,5
sjiraff, Sjiraff,0.14285714285714285,5
sjiraff, Sjiraff,0.14285714285714285,5
sjiraff, Sjiraff,0.14285714285714285,5
sjiraff, Sjiraff,0.14285714285714285,3
sjiraff, Sjiraff,0.14285714285714285,3
sjiraff, skjevt!,0.8571428571428571,3
sjiraff, Sjiraff,0.14285714285714285,3
sjiraff, Fire,1.25,4
sjiraff, Sjiraff,0.14285714285714285,4
sjiraff, sjiraff?,0.125,3
sjiraff, Shiraff,0.2857142857142857,5
sjiraff, Sjiraff,0.14285714285714285,5
sjiraff, Sjiraff,0.14285714285714285,3
sjiraff, Sjiraff,0.14285714285714285,3
sjiraff, Sjira,0.6,4
sjiraff, Sjiraff,0.14285714285714285,5
sjiraff, Sjiraff,0.14285714285714285,5
sjiraff, Sjiraff,0.14285714285714285,5
sjiraff, Sjiraff,0.14285714285714285,4
sjiraff, Sjiraff,0.14285714285714285,4
sjiraff, Sjiraff,0.14285714285714285,5
sjiraff," Kjør, kjør",0.8,2
sjiraff, Sjiraff,0.14285714285714285,5
søppel, Kjøpper,0.42857142857142855,3
søppel, Søppel,0.16666666666666666,5
søppel, Søpper,0.3333333333333333,2
søppel, Fettbull,0.875,1
søppel, Søppel,0.16666666666666666,5
søppel, Kjøppel,0.2857142857142857,4
søppel, Søppel,0.16666666666666666,4
søppel, Søppel,0.16666666666666666,5
søppel, Sappel,0.3333333333333333,3
søppel, Søppel,0.16666666666666666,5
søppel, Søppel,0.16666666666666666,3
søppel, Suppa..,0.7142857142857143,3
søppel, Søppel,0.16666666666666666,4
søppel, Kjepper,0.5714285714285714,5
søppel, Søppel,0.16666666666666666,5
søppel, Søppel,0.16666666666666666,4
søppel, Søppel,0.16666666666666666,5
søppel, kjapp deg!,0.7,4
søppel, Søppe,0.4,4
søppel, Sjappel,0.42857142857142855,5
søppel, Søppel,0.16666666666666666,2
søppel, Kjøper,0.6666666666666666,2
søppel, Søppel,0.16666666666666666,5
søppel, Søppel,0.16666666666666666,5
søppel, Søppel,0.16666666666666666,5
søppel, Seban,1.2,2
søppel, Søppel,0.16666666666666666,5
søppel, Søppel,0.16666666666666666,3
søppel, Søppel,0.16666666666666666,4
søppel, Søppel,0.16666666666666666,5
søppel, Sjapprod,0.75,2
søppel, Søppel,0.16666666666666666,5
søppel, Søppel,0.16666666666666666,5
søppel, Søppel,0.16666666666666666,3
søppel, Supert,0.8333333333333334,3
søppel, Søppel,0.16666666666666666,2
søppel, Søppel,0.16666666666666666,4
søppel," Se, vel",0.7142857142857143,4
søppel, Super,0.8,3
søppel, Søppel,0.16666666666666666,5
søppel, Søppel,0.16666666666666666,4
søppel, hvorfor?,1.0,2
søppel, Kjeppe,0.6666666666666666,2
søppel, Søppel,0.16666666666666666,4
søppel, søppel!,0.14285714285714285,5
søppel, Spill,0.8,3
søppel, Søppel,0.16666666666666666,3
søppel, Settler,0.8571428571428571,4
søppel, Søppel,0.16666666666666666,5
søppel, Søppel,0.16666666666666666,4
søppel, Søppel,0.16666666666666666,2
sport, Spart,0.4,3
sport, Spart,0.4,3
sport, Spop,0.75,5
sport, Spots,0.6,2
sport, Sport,0.2,4
sport, stort?,0.3333333333333333,5
sport, Sport,0.2,5
sport, Sport,0.2,4
sport, Sports,0.3333333333333333,3
sport, Sport,0.2,3
sport, Sport,0.2,5
sport, Spurt,0.4,3
sport, Sport,0.2,5
sport, Sport,0.2,5
sport, sport?,0.16666666666666666,4
sport, Stakk,1.0,3
sport, Svart,0.6,3
sport, Sport,0.2,5
sport, Spart,0.4,5
sport, Sports,0.3333333333333333,3
sport, språk?,0.6666666666666666,4
sport, Spurt,0.4,3
sport, Sport,0.2,3
sport, Sport,0.2,4
sport, Spert,0.4,3
sport, spart?,0.3333333333333333,4
sport, Spott,0.4,3
sport, bork!,0.8,4
sport, Sport,0.2,4
sport, Sport,0.2,5
sport, spots?,0.5,3
sport, Sports,0.3333333333333333,4
sport, Spotch,0.6666666666666666,4
sport, Spark,0.6,5
sport, Sport,0.2,5
sport, Spart,0.4,3
sport, Sports,0.3333333333333333,3
sport, Spart,0.4,4
sport, Spart,0.4,4
sport, spurt?,0.3333333333333333,3
sport, Stopp,0.8,3
sport, Sport,0.2,5
sport, spart?,0.3333333333333333,4
sport, Spilt..,0.7142857142857143,3
sport, Spart,0.4,5
sport, Sport,0.2,2
sport, Spart,0.4,3
sport, Sport,0.2,5
sport, Spart,0.4,3
sport, Sport,0.2,4
sport, Sport,0.2,3
sport, Sport,0.2,4
stupe, Stupe,0.2,5
stupe, Stupe,0.2,5
stupe, Det stjuket,0.6363636363636364,3
stupe, Stupe,0.2,5
stupe, Stupe,0.2,5
stupe, Stupe,0.2,5
stupe, Stupe,0.2,5
stupe, Stupet..,0.5,3
stupe, Stupe,0.2,5
stupe, Stupe,0.2,4
stupe, Stupe,0.2,4
stupe, Skupi,0.6,4
stupe, Stope,0.4,3
stupe, Stupe,0.2,4
stupe, stupe!,0.16666666666666666,5
stupe, Stupe,0.2,5
stupe, Stupel,0.3333333333333333,3
stupe, Stupe,0.2,4
stupe, Spite,0.8,3
stupe, Stupet,0.3333333333333333,4
stupe, Stupet,0.3333333333333333,4
stupe, Stupe,0.2,5
stupe, Skupe,0.4,5
stupe, Stubbe,0.5,5
stupe, Stupet,0.3333333333333333,3
stupe, hitte?,0.8333333333333334,3
stupe, Stupe,0.2,3
stupe, Stupe,0.2,5
stupe, Stupe,0.2,5
stupe, Stupet..,0.5,3
stupe, Støpe,0.4,4
stupe, Du stuper,0.4444444444444444,5
stupe, Stupe,0.2,5
stupe, Stoppe,0.5,3
stupe, Stio..,0.8333333333333334,2
stupe, Stupe,0.2,5
stupe, stoppe?,0.42857142857142855,3
stupe, Strupe,0.3333333333333333,5
stupe, Stupe,0.2,5
stupe, Stype,0.4,4
stupe, Stupe,0.2,5
stupe, Stupet,0.3333333333333333,4
stupe, Stupet,0.3333333333333333,3
stupe, Stupe,0.2,5
stupe, Stupe,0.2,5
stupe, Skute,0.6,5
stupe, Stupe,0.2,5
stupe, Stybe,0.6,2
stupe, Stup,0.5,3
stupe, Stupet,0.3333333333333333,4
stupe, Stupet,0.3333333333333333,3
fjorten, Fjorten,0.14285714285714285,5
fjorten, Fjorten,0.14285714285714285,3
fjorten, hvem?,1.4,4
fjorten, 14,3.5,4
fjorten, Fjorten..,0.3333333333333333,4
fjorten, 14,3.5,5
fjorten, Høy hjerte,0.7,3
fjorten, Fjorten,0.14285714285714285,3
fjorten, Slorten,0.2857142857142857,4
fjorten, Fuken,1.0,3
fjorten, pjotten?,0.375,4
fjorten, Ferti,1.0,3
fjorten, Sisten,0.6666666666666666,4
fjorten, Fjorten,0.14285714285714285,4
fjorten, Ja,3.5,3
fjorten, Fyr til..,0.8888888888888888,4
fjorten, Fjorten,0.14285714285714285,5
fjorten, Fjorten,0.14285714285714285,3
fjorten, Fjorten,0.14285714285714285,5
fjorten, 17,3.5,3
fjorten, Sjorten,0.14285714285714285,5
fjorten, Søk,2.3333333333333335,1
fjorten, Fjorti..,0.5,4
fjorten, Skynd deg,0.8888888888888888,3
fjorten, fødte du meg?,0.8461538461538461,2
fjorten, For hjertet,0.6363636363636364,3
fjorten, Fugler,1.0,3
fjorten, Fjukan..,0.875,3
fjorten, Fjorten..,0.3333333333333333,5
fjorten, Pjødden,0.5714285714285714,3
fjorten, 14?,2.3333333333333335,5
fjorten, Fjorten..,0.3333333333333333,4
fjorten, Fjorten,0.14285714285714285,4
fjorten, Fjorten,0.14285714285714285,5
fjorten, Jochum,1.0,2
fjorten, Fukken,0.8333333333333334,2
fjorten, Jo..,1.5,3
fjorten, Fytten,0.6666666666666666,5
fjorten, Fjorten,0.14285714285714285,4
fjorten, Jotten,0.5,5
fjorten, Helt..,1.0,2
fjorten, Fjort,0.6,3
fjorten, Ja,3.5,4
fjorten, Fyrte den..,0.7272727272727273,3
fjorten, Fjorten,0.14285714285714285,3
fjorten, Sjorten,0.14285714285714285,5
fjorten, Fjorten,0.14285714285714285,5
fjorten, Først inn,0.7777777777777778,4
fjorten, Fjorten,0.14285714285714285,5
fjorten, Fjorten,0.14285714285714285,4
fjorten, Fjorten,0.14285714285714285,5
smykke, Smykke,0.16666666666666666,3
smykke, Smykke,0.16666666666666666,4
smykke," slik, hvem?",0.7272727272727273,4
smykke, Smyket..,0.625,3
smykke, ikke?,0.8,2
smykke, Smykke,0.16666666666666666,4
smykke, Smykket..,0.4444444444444444,4
smykke, Smykke,0.16666666666666666,4
smykke, Smykke,0.16666666666666666,5
smykke, Smykke,0.16666666666666666,5
smykke, Smykke,0.16666666666666666,3
smykke, Sminke..,0.625,5
smykke, Smykket,0.2857142857142857,4
smykke, Smykke,0.16666666666666666,3
smykke, Smekke,0.3333333333333333,3
smykke, Smykke,0.16666666666666666,5
smykke, Smykket,0.2857142857142857,4
smykke, Smykke,0.16666666666666666,4
smykke, Smykke,0.16666666666666666,5
smykke, Sminke,0.5,3
smykke, Smykke,0.16666666666666666,4
smykke, Smykke,0.16666666666666666,3
smykke, Smykke,0.16666666666666666,4
smykke, Smykke,0.16666666666666666,5
smykke, Smykke,0.16666666666666666,4
smykke, Snikke,0.5,5
smykke, Smykke,0.16666666666666666,4
smykke, Smeke,0.6,3
smykke, Smykke,0.16666666666666666,5
smykke, Smykket,0.2857142857142857,5
smykke, Smykke,0.16666666666666666,4
smykke, Smykke,0.16666666666666666,5
smykke, Sikker..,0.75,2
smykke, Smykker,0.2857142857142857,4
smykke, Smykke..,0.375,3
smykke, Smykke,0.16666666666666666,4
smykke, Smykke,0.16666666666666666,4
smykke," Smykke, smykke",0.5714285714285714,3
smykke, Smykke,0.16666666666666666,4
smykke, Smykke,0.16666666666666666,5
smykke, snikke?,0.42857142857142855,3
smykke, Smykke,0.16666666666666666,4
smykke, Smykke,0.16666666666666666,4
smykke, Smykke,0.16666666666666666,3
smykke, Smykke,0.16666666666666666,5
smykke, Smykke,0.16666666666666666,5
smykke, Smykke,0.16666666666666666,5
smykke, Smykket..,0.4444444444444444,5
smykke, Smykke,0.16666666666666666,4
smykke, Sminke,0.5,4
søster, Søster,0.16666666666666666,3
søster, Søster,0.16666666666666666,4
søster, søster?,0.14285714285714285,4
søster, Risti,0.8,3
søster, Søster,0.16666666666666666,4
søster, Så støl,0.7142857142857143,2
søster, Søster,0.16666666666666666,5
søster, Søster,0.16666666666666666,4
søster, Søster,0.16666666666666666,3
søster, Søster,0.16666666666666666,5
søster, Søster,0.16666666666666666,5
søster, Søster,0.16666666666666666,5
søster, Søster,0.16666666666666666,5
søster, Søster,0.16666666666666666,4
søster, Søster,0.16666666666666666,4
søster, Søster,0.16666666666666666,3
søster, Søster,0.16666666666666666,4
søster, Søster,0.16666666666666666,5
søster, Kjørste,0.5714285714285714,2
søster, Søster,0.16666666666666666,3
søster, Søster,0.16666666666666666,5
søster, Søster,0.16666666666666666,3
søster, Søsters,0.2857142857142857,3
søster, Søster,0.16666666666666666,3
søster, Søster,0.16666666666666666,5
søster, Søster,0.16666666666666666,4
søster, Søster,0.16666666666666666,4
søster, Søster,0.16666666666666666,5
søster, Søster,0.16666666666666666,4
søster, Søster,0.16666666666666666,5
søster, Søster,0.16666666666666666,3
søster, Søster,0.16666666666666666,4
søster, Søster,0.16666666666666666,4
søster, Føfter..,0.5,3
søster, Søster,0.16666666666666666,4
søster, Søster,0.16666666666666666,2
søster, Søster,0.16666666666666666,3
søster, Søster,0.16666666666666666,4
søster, Fester,0.3333333333333333,2
søster, Søster,0.16666666666666666,4
søster, Søster,0.16666666666666666,3
søster, søster?,0.14285714285714285,4
søster, søsken!,0.42857142857142855,3
søster, Søster,0.16666666666666666,3
søster, Søster,0.16666666666666666,5
søster, Søster,0.16666666666666666,3
søster, det søster!,0.45454545454545453,4
søster, Søster,0.16666666666666666,3
søster, Søster,0.16666666666666666,2
søster, Justin,0.6666666666666666,3
søster, Søster,0.16666666666666666,3
søster, kjeste?,0.5714285714285714,2
trille, Tryllene..,0.6,3
trille, Trille,0.16666666666666666,3
trille, Trille,0.16666666666666666,3
trille," Trine, det",0.7,3
trille, Stille..,0.5,3
trille, Trayley,0.5714285714285714,3
trille, Trylle,0.3333333333333333,3
trille, Å tville,0.375,5
trille, Trylle,0.3333333333333333,5
trille, Trylle,0.3333333333333333,3
trille, Trylle,0.3333333333333333,3
trille, Trylle,0.3333333333333333,3
trille, Drille,0.16666666666666666,4
trille, Trille,0.16666666666666666,3
trille, Trylle,0.3333333333333333,4
trille, Drille,0.16666666666666666,4
trille, Til det,0.7142857142857143,3
trille, Trylle,0.3333333333333333,3
trille, Tryle,0.6,3
trille, trygve?,0.5714285714285714,3
fortid, Folkdyr,0.8571428571428571,3
fortid, For tid,0.2857142857142857,4
fortid, For tynn,0.625,3
fortid, For tid,0.2857142857142857,4
fortid, Fortid,0.16666666666666666,5
fortid, Fordi,0.6,4
fortid, Fordi..,0.5714285714285714,3
fortid, Fordi..,0.5714285714285714,3
fortid, Fortid,0.16666666666666666,5
fortid, fortid?,0.14285714285714285,3
fortid, For tid,0.2857142857142857,3
fortid, Fotitt,0.6666666666666666,2
fortid, Fortid,0.16666666666666666,5
fortid, Fortid,0.16666666666666666,5
fortid, Fortyr,0.5,2
fortid, Alltid,0.5,4
fortid, Fortid,0.16666666666666666,3
fortid, For tid,0.2857142857142857,4
fortid, Fortid,0.16666666666666666,4
fortid, Bort dit,0.5,4
fortid, satid?,0.6666666666666666,3
fortid, Fortid,0.16666666666666666,5
fortid, For tid,0.2857142857142857,4
fortid, Forti,0.4,3
fortid, Født dit,0.75,2
fortid, Fortid,0.16666666666666666,5
fortid," Å, gud",0.8333333333333334,2
fortid, fortid?,0.14285714285714285,2
fortid, Fortid,0.16666666666666666,4
fortid, For dyrt,0.75,3
fortid, Fortids,0.2857142857142857,4
fortid, Farten,0.6666666666666666,4
fortid, Fortid,0.16666666666666666,5
fortid, For tid..,0.4444444444444444,5
fortid, Fordi,0.6,3
fortid, Fortid,0.16666666666666666,4
fortid, For tid,0.2857142857142857,3
fortid, Fortid,0.16666666666666666,3
fortid, For tid,0.2857142857142857,4
fortid, Fortid,0.16666666666666666,5
fortid, Fortid,0.16666666666666666,4
fortid," fortid, fortid!",0.6,5
fortid, Fortid,0.16666666666666666,5
fortid, Farty,0.8,3
fortid, For tid,0.2857142857142857,5
fortid, Fortid,0.16666666666666666,3
fortid, fart!,0.6,2
fortid, Fortid,0.16666666666666666,5
fortid, Det var tyngt,0.8461538461538461,4
fortid, Fortydelig,0.6,3
fortid, Fordi..,0.5714285714285714,4
klappe, Babbe,0.8,3
klappe, klappe!,0.14285714285714285,5
klappe, Lappe,0.4,4
klappe, Kaffe..,0.8571428571428571,3
klappe, Klappe,0.16666666666666666,5
klappe, Klappe,0.16666666666666666,4
klappe, Klappe,0.16666666666666666,5
klappe, Klappe,0.16666666666666666,3
klappe, Kaldappe,0.375,3
klappe, Klappe,0.16666666666666666,3
klappe, Krappe,0.3333333333333333,3
klappe, Lapp,0.75,5
klappe, Klappe,0.16666666666666666,5
klappe, Klappe,0.16666666666666666,5
klappe, Krabbe,0.6666666666666666,3
klappe, God dag,1.0,2
klappe, Klappe,0.16666666666666666,5
klappe, Til løpet,0.6666666666666666,3
klappe, Krabbe..,0.75,2
klappe, Klatre,0.5,5
klappe, Glappe,0.16666666666666666,5
klappe, Krabbe,0.6666666666666666,3
klappe, Krabbe,0.6666666666666666,3
klappe, klappe!,0.14285714285714285,5
klappe, Krabbe,0.6666666666666666,3
klappe, Klappe,0.16666666666666666,5
klappe, Klappe,0.16666666666666666,5
klappe, Greit,1.2,1
klappe, Kapper,0.5,3
klappe, Karlappe..,0.5,3
klappe, nappe?,0.5,3
klappe, Krapp,0.6,3
klappe, klappe?,0.14285714285714285,4
klappe, Grønn..,1.0,2
klappe, Klappe..,0.375,4
klappe, Klatte,0.5,5
klappe, Krabbe,0.6666666666666666,3
klappe, kan jeg få det?,0.8666666666666667,3
klappe, Kroppe,0.5,3
klappe, Klappe,0.16666666666666666,5
klappe, Kloppe,0.3333333333333333,3
klappe, Kratte..,0.75,3
klappe, Klappe,0.16666666666666666,5
klappe, Klappe,0.16666666666666666,5
klappe, Kroppe,0.5,3
klappe, ikke lappe?,0.45454545454545453,3
klappe, Klape..,0.5714285714285714,3
klappe, Klappe,0.16666666666666666,5
klappe, Krabbe,0.6666666666666666,2
klappe, Krabbe,0.6666666666666666,3
klappe, Kloppe,0.3333333333333333,3
klappe, Klappa,0.3333333333333333,5
nøkkel, Nikkel,0.3333333333333333,3
nøkkel, Nøkkel,0.16666666666666666,5
nøkkel, Nøkkel,0.16666666666666666,4
nøkkel, Nøkkel,0.16666666666666666,5
nøkkel, Nøkkel,0.16666666666666666,4
nøkkel, Møkkel,0.16666666666666666,5
nøkkel, Nøkkel,0.16666666666666666,5
nøkkel, Natur,1.2,4
nøkkel, Nøkkel,0.16666666666666666,5
nøkkel, Ekkel,0.4,5
nøkkel, Nøkkel,0.16666666666666666,4
nøkkel, Nekker,0.5,3
nøkkel, Nøkkel,0.16666666666666666,4
nøkkel, Nøkkel..,0.375,5
nøkkel, Nøkkel,0.16666666666666666,4
nøkkel, Nøkkel,0.16666666666666666,5
nøkkel, Nøkkel,0.16666666666666666,5
nøkkel, Nøkkel,0.16666666666666666,4
nøkkel, Nøkkel,0.16666666666666666,5
nøkkel, Nøkkel,0.16666666666666666,4
nøkkel, Nøkkel,0.16666666666666666,3
nøkkel, Nøkkel,0.16666666666666666,5
nøkkel, Nøkkel,0.16666666666666666,3
nøkkel, Nøkkel,0.16666666666666666,5
nøkkel, Nøkkel,0.16666666666666666,5
nøkkel, Nøkkel,0.16666666666666666,4
nøkkel, Nakul,0.8,4
nøkkel, Nøkkel,0.16666666666666666,4
nøkkel, Nøttel,0.5,3
nøkkel, Nøkkel,0.16666666666666666,4
nøkkel, Nøkkel,0.16666666666666666,5
nøkkel, hva er det?,0.9090909090909091,3
nøkkel, Nappel,0.6666666666666666,3
nøkkel, Nøkkel,0.16666666666666666,5
nøkkel, Nøkkel,0.16666666666666666,5
nøkkel, Nesten,0.8333333333333334,5
nøkkel, Nakke..,0.5714285714285714,2
nøkkel, Eggel,0.8,4
nøkkel, Njackel,0.5714285714285714,4
nøkkel, Nøkkel,0.16666666666666666,5
nøkkel, Nøkkel,0.16666666666666666,4
nøkkel, Ingenting,0.8888888888888888,5
nøkkel, Nikkel,0.3333333333333333,3
nøkkel, Nøkker,0.3333333333333333,5
nøkkel, Nigø,1.5,3
nøkkel, Nekker,0.5,5
nøkkel, Nøkkel,0.16666666666666666,4
nøkkel, Nøkkel,0.16666666666666666,3
nøkkel, Nøkkel,0.16666666666666666,3
nøkkel, Nøkkel,0.16666666666666666,4
nøkkel, Nøppel,0.5,5
nøkkel, Løkkel,0.16666666666666666,3
sølv, Selv,0.5,5
sølv, Søl,0.6666666666666666,4
sølv, Sånn,1.0,5
sølv, Sølv,0.25,5
sølv, Følg,0.5,1
sølv, Sorry,1.0,3
sølv, Sølv,0.25,4
sølv, Selv,0.5,4
sølv, Sølv,0.25,5
sølv, Sølv,0.25,4
sølv, Sølv,0.25,5
sølv, Sølv,0.25,5
sølv, Sølv,0.25,5
sølv, Søl,0.6666666666666666,5
sølv, Sølv,0.25,3
sølv, Søren,0.8,2
sølv, Sånn,1.0,3
sølv, Sølv,0.25,4
sølv, Sølv,0.25,5
sølv, Selv,0.5,3
sølv, seng?,0.8,3
sølv, Sølv,0.25,5
sølv, Sølv,0.25,5
sølv, Sølv,0.25,5
sølv, Sånn,1.0,3
sølv, Kjør,1.0,3
sølv, Så..,1.0,3
sølv, Selv,0.5,5
sølv, Sølv,0.25,4
sølv, Sølv,0.25,4
sølv, Sølv,0.25,4
sølv, Søl,0.6666666666666666,4
sølv, Sølv,0.25,5
sølv, Sølv,0.25,5
sølv, Sølv,0.25,5
sølv, Selv,0.5,3
sølv, Sølv,0.25,5
sølv, Sølv,0.25,5
sølv, Kjærer,1.0,2
sølv, Sølv,0.25,4
sølv, Sølv,0.25,5
sølv, Sånn,1.0,4
sølv, Søvn,0.75,3
sølv, Sorry,1.0,3
sølv, Sånn,1.0,2
sølv, Sølv,0.25,5
sølv, Selv..,0.6666666666666666,5
sølv, Sølv,0.25,5
sølv, oi!,1.3333333333333333,3
sølv, Sølv,0.25,4
sølv, Skyld,0.8,3
sølv, Sølv,0.25,5
trapp, Dråpe,0.6,3
trapp, Trapp,0.2,5
trapp, Tropp,0.4,4
