score,input_string,PER,WER,translated_string,translated_CER,translated_WER,length_deviation_words,unique_id's,speaker_id's,audio_name,audio_path,model_name
4,ødelagt flue brå pute gul frø mur karneval blå grå,0.24175824175824176,0.9,inne bar lir knær fyt snur trapp glø kloten,0.78,1.0,-1,"['d08', 'a02', 'a31', 'd06', 'a29', 'a21', 'd14', 'a33']","['a02', 'd08', 'a33', 'a31', 'a21', 'd06', 'a29', 'd14', 'd06', 'a29']",words_240_250.wav,../3x10_Concatenations/3x10_score_4_mixed,Medium
5,nøkkel blyant skjørt kart glitter trylle ekorn lue fort fortau,0.35802469135802467,1.0,glass snø kø kjema glår huske barn kom gull mys,0.7096774193548387,1.0,0,"['d12', 'd04', 'd16', 'd06', 'd14', 'a22', 'd11', 'd13']","['d13', 'd12', 'd06', 'a22', 'd04', 'd13', 'd16', 'd11', 'd14', 'd16']",words_0_10.wav,../3x10_Concatenations/3x10_score_5_mixed,Medium
5,skulder blad korn dyne bygge øre gul krone søppel troll,0.39759036144578314,1.0,linn glad bror internet korn ødlappet søster nøre port singe,0.8,1.0,0,"['d04', 'd10', 'd01', 'a34', 'd11', 'd13', 'd03']","['d10', 'd13', 'd03', 'd01', 'd11', 'a34', 'd04', 'd03', 'a34', 'd03']",words_10_20.wav,../3x10_Concatenations/3x10_score_5_mixed,Medium
5,blokk flagg skjerf jern snø blokk skjørt fly kikkert skjorte,0.5063291139240507,1.0,kø trallet skjerm brød skulder klem smør kitten bro dør,0.7,1.0,0,"['d19', 'd12', 'a20', 'd04', 'd16', 'a02', 'a31', 'd14', 'd13']","['d19', 'd14', 'd12', 'd04', 'd04', 'd16', 'a20', 'd13', 'a02', 'a31']",words_20_30.wav,../3x10_Concatenations/3x10_score_5_mixed,Medium
5,pære gutt gris ugle dør jus frukt flagg støvel skulder,0.22988505747126436,0.9,smarte snurr barn synke børste støffel ugler kløver lyn kris,0.7962962962962963,1.0,0,"['d05', 'd02', 'a20', 'd16', 'd01', 'd15', 'd14', 'd18', 'a27']","['a20', 'd01', 'd15', 'd05', 'd16', 'd18', 'd15', 'd02', 'd14', 'a27']",words_30_40.wav,../3x10_Concatenations/3x10_score_5_mixed,Medium
5,skitten garn sil klem koffert premie ødelagt skinke løve øre,0.3333333333333333,1.0,dørning ikon børste glass go-fort fort i fortil kjema kon hun krakke,0.8333333333333334,1.2,2,"['a04', 'd07', 'a31', 'd17', 'a10', 'd14', 'a18', 'd03', 'd09']","['d14', 'd03', 'a18', 'd17', 'd03', 'd09', 'a04', 'd07', 'a31', 'a10']",words_40_50.wav,../3x10_Concatenations/3x10_score_5_mixed,Medium
5,huske planke fortau søster barn fortid sjiraff artist blyant skøyter,0.43661971830985913,1.0,krakk shing kran snø huske hjørne blad freiner lin sjørf,0.7205882352941176,1.0,0,"['d02', 'd16', 'a31', 'd07', 'd17', 'd13', 'd18', 'a19', 'd08']","['d16', 'd13', 'd17', 'd18', 'a31', 'd18', 'a19', 'd08', 'd02', 'd07']",words_50_60.wav,../3x10_Concatenations/3x10_score_5_mixed,Medium
5,skjerf skjerf kart brå fly blomst lytte gartner korn internett,0.5074626865671642,1.0,lykke frakk men fløtta bleie kort lytte klappe fortau fly,0.6935483870967742,0.9,0,"['a17', 'd16', 'd07', 'a34', 'd17', 'd18', 'a19', 'd09']","['a17', 'd07', 'd18', 'a17', 'd16', 'a34', 'd09', 'd17', 'd07', 'a19']",words_60_70.wav,../3x10_Concatenations/3x10_score_5_mixed,Medium
5,fjorten snørr skip støvel fugl børste munn smart kart flette,0.20224719101123595,0.9,bus korn støvel hjort garn snør kira fløtte munn kjørt,0.75,1.0,0,"['d05', 'd02', 'd16', 'd07', 'd01', 'd13', 'a19', 'd03']","['d02', 'd03', 'd07', 'd01', 'd05', 'd07', 'd13', 'a19', 'd02', 'd16']",words_70_80.wav,../3x10_Concatenations/3x10_score_5_mixed,Medium
5,smør plaster artist hund hjerte bygge synge sil sjø by,0.3150684931506849,1.0,tone internet mus tin kjørt sjøle snør sik tal internet,0.7407407407407407,1.0,0,"['d04', 'a32', 'd07', 'd06', 'd15', 'd13', 'd18', 'a15']","['d18', 'd04', 'd13', 'a15', 'd06', 'd18', 'd07', 'a32', 'd15', 'd15']",words_80_90.wav,../3x10_Concatenations/3x10_score_5_mixed,Medium
5,søt syr flaske ødelagt dykke flaske søt lys brød internett,0.43010752688172044,1.0,fort løve briller krone kart fort frakse sju skig rå,0.7758620689655172,1.0,0,"['d07', 'a31', 'd14', 'd11', 'a33', 'd18', 'a19', 'd09']","['d07', 'a19', 'd14', 'd18', 'd09', 'a33', 'd14', 'a19', 'd11', 'a31']",words_90_100.wav,../3x10_Concatenations/3x10_score_5_mixed,Medium
5,garn børste skøyter brun buss dykke grå torne skjære trapp,0.5064935064935064,1.0,sju fjendel steddel floss bleie flakk karch grønn horn flye,0.7931034482758621,1.0,0,"['d05', 'd02', 'a20', 'd16', 'd01', 'a16', 'd15', 'a23', 'd14', 'a33']","['d05', 'a23', 'd15', 'd02', 'a33', 'd14', 'a16', 'd16', 'a20', 'd01']",words_100_110.wav,../3x10_Concatenations/3x10_score_5_mixed,Medium
5,myk bro klappe jern pute bart torne lyn gutt snø,0.22666666666666666,1.0,kjørk trapp brunn hjerne karneval syk søt skj tunn smør,0.7916666666666666,1.0,0,"['a30', 'd02', 'a09', 'd06', 'd01', 'd15', 'a18', 'd18', 'a19']","['a18', 'd18', 'd15', 'a19', 'd01', 'a09', 'd06', 'd01', 'a30', 'd02']",words_110_120.wav,../3x10_Concatenations/3x10_score_5_mixed,Medium
5,gutt munn vindu drops snørr kropp blå sjiraff nøkkel brød,0.3132530120481928,1.0,sjø ball ful kran start køyter kull port troll fyrk,0.7543859649122807,1.0,0,"['d02', 'a17', 'a04', 'd12', 'd01', 'd18', 'd03', 'd08', 'a27']","['a17', 'a27', 'd12', 'a04', 'd18', 'd08', 'd01', 'd01', 'd03', 'd02']",words_120_130.wav,../3x10_Concatenations/3x10_score_5_mixed,Medium
5,glass artist sju skjerf snørr vær lue stupe enhjørning sil,0.43209876543209874,1.0,lytte stønner sli snør løve trollet rød flaske,0.7241379310344828,1.0,-2,"['d02', 'd05', 'd16', 'd04', 'a14', 'd17', 'a16', 'a23', 'a19']","['d02', 'd05', 'a14', 'a16', 'a19', 'a16', 'd16', 'd17', 'd04', 'a23']",words_130_140.wav,../3x10_Concatenations/3x10_score_5_mixed,Medium
5,briller myr bleie stjerne tre hjerne sur drops gutt bra,0.5063291139240507,1.0,smart størr smørr kropp troll lys lytte frukt fyr mur,0.8363636363636363,1.0,0,"['a30', 'd05', 'd02', 'd01', 'a16', 'd15', 'd13', 'a06']","['d15', 'a30', 'd02', 'd02', 'd01', 'd05', 'a16', 'a06', 'd13', 'a16']",words_140_150.wav,../3x10_Concatenations/3x10_score_5_mixed,Medium
5,hjort rød hjørne mus briller syk kort hylle skjære blyant,0.3333333333333333,1.0,gartner lin dør snø hytte grå klappe ku fortid sort hjorte,0.8070175438596491,1.1,1,"['d16', 'a14', 'd10', 'd06', 'd15', 'a23', 'd18', 'a33', 'a06']","['d18', 'a14', 'd10', 'a06', 'd06', 'd16', 'a33', 'a33', 'a23', 'd15']",words_150_160.wav,../3x10_Concatenations/3x10_score_5_mixed,Medium
5,gartner brun grå klo bart sylte by dykke drops planke,0.4492753623188406,1.0,løve flaske stjerne internet gud bryter gull løve kran søt,0.9245283018867925,1.0,0,"['d08', 'd04', 'd07', 'd17', 'd01', 'a18', 'd18', 'a08', 'a33']","['d08', 'd18', 'd18', 'd17', 'd07', 'a33', 'd01', 'a18', 'a08', 'd04']",words_160_170.wav,../3x10_Concatenations/3x10_score_5_mixed,Medium
5,blad krykke klappe kø tårn søppel øre blyant klo skjørt,0.5079365079365079,1.0,flette svart kikke hylle sikk kull dør dyne frø kø,0.7636363636363637,1.0,0,"['d02', 'd04', 'a14', 'd10', 'd01', 'd15', 'a22', 'd13', 'd18']","['a14', 'd04', 'd18', 'd10', 'd02', 'd13', 'a22', 'd01', 'd10', 'd15']",words_170_180.wav,../3x10_Concatenations/3x10_score_5_mixed,Medium
5,øre fugl grå trylle internett frakk tynn nøkkel mur buss,0.3253012048192771,1.0,lapa lys premi skjema plaster vindu jern glitter syk tinn,0.8392857142857143,1.0,0,"['d02', 'a14', 'd07', 'd17', 'd01', 'a18', 'a13']","['d17', 'd07', 'd07', 'a14', 'a18', 'd02', 'd01', 'd01', 'a14', 'a13']",words_180_190.wav,../3x10_Concatenations/3x10_score_5_mixed,Medium
5,bart lys by søt glad bleie artist skip drops sky,0.3972602739726027,1.0,bus garn gutt dino huske kravda sheep tanning hus syroff,0.875,1.0,0,"['a17', 'd12', 'd01', 'a10', 'd11', 'a19', 'a28', 'a08', 'd03']","['d01', 'a08', 'a10', 'd12', 'd01', 'd11', 'a19', 'd03', 'a28', 'a17']",words_190_200.wav,../3x10_Concatenations/3x10_score_5_mixed,Medium
5,pluss synge rød turn blomst søster barn trapp drops fortid,0.5060240963855421,1.0,troll lærer brød hjort trakk barn menn hjelme bus kropp,0.7758620689655172,1.0,0,"['d05', 'd16', 'a16', 'd14', 'd11', 'd13', 'a18', 'a01', 'd03']","['a01', 'd14', 'a18', 'd16', 'd16', 'd05', 'd03', 'd13', 'a16', 'd11']",words_200_210.wav,../3x10_Concatenations/3x10_score_5_mixed,Medium
5,gutt plystre øre skjære skjema jus fregner blokk myr lue,0.3384615384615385,1.0,søppel bus flagg sy bus blå sy munn hytte skyten,0.8392857142857143,1.0,0,"['a32', 'a16', 'd15', 'd14', 'd11', 'a33', 'd18', 'a19', 'd09']","['d11', 'a32', 'a19', 'd09', 'd15', 'd14', 'a33', 'd15', 'a16', 'd18']",words_210_220.wav,../3x10_Concatenations/3x10_score_5_mixed,Medium
5,løve tralle torne søppel sjø syk skjerf stær gutt jus,0.42857142857142855,1.0,plantet løve skjørt sjø rød b stupe skjerm tre mur,0.6981132075471698,1.0,0,"['d02', 'd12', 'd10', 'a29', 'd11', 'd13', 'a19', 'd08', 'a27']","['d11', 'd02', 'd08', 'd12', 'd10', 'a27', 'd13', 'a19', 'a29', 'a27']",words_220_230.wav,../3x10_Concatenations/3x10_score_5_mixed,Medium
5,børste kø port snø skive dør briller flaske lys bjørn,0.5072463768115942,1.0,tinn snø dyle tone lærer hytte kværl flaske kille kjære,0.7169811320754716,0.9,0,"['d16', 'd10', 'd06', 'd17', 'd15', 'a21', 'd18', 'd03', 'a33']","['d15', 'a33', 'd10', 'd06', 'a21', 'd17', 'd03', 'd16', 'd18', 'd17']",words_230_240.wav,../3x10_Concatenations/3x10_score_5_mixed,Medium
5,søle grå flue snø svare flette søppel drikke kurv bro,0.36,0.9,troll brød sotte kropp gutt flakse ryke svart bjørn enyolning,0.8867924528301887,1.0,0,"['a30', 'd16', 'a31', 'd01', 'a23', 'd13', 'a19', 'a06']","['d13', 'a31', 'd16', 'a31', 'a23', 'd01', 'a06', 'a19', 'a30', 'a30']",words_240_250.wav,../3x10_Concatenations/3x10_score_5_mixed,Medium
5,tynn stjerne hjerne smart kropp skjerm by hjerte hjerte lytte,0.47474747474747475,1.0,kran kjørt søt planta vart rød druet gud liggelig dør,0.7868852459016393,1.0,0,"['d02', 'd12', 'a20', 'd16', 'd10', 'd14', 'a11', 'd18', 'a08', 'd03']","['d10', 'd16', 'd12', 'd02', 'a20', 'a11', 'a08', 'd14', 'd03', 'd18']",words_250_260.wav,../3x10_Concatenations/3x10_score_5_mixed,Medium
5,drops gul tre gutt ødelagt jus hund dyne flakse sølv,0.5063291139240507,1.0,planket husket planket kjørt vørste hus briller jernet plante kjørte,0.9230769230769231,1.0,0,"['a30', 'a17', 'd12', 'a32', 'a29', 'd15', 'd03', 'a33', 'a27']","['a32', 'd12', 'a27', 'a33', 'a30', 'a33', 'd03', 'd15', 'a29', 'a17']",words_260_270.wav,../3x10_Concatenations/3x10_score_5_mixed,Medium
5,flette tynn trapp barn løpe rund sju frukt kurv hus,0.34177215189873417,1.0,hitte rund flaske dys dyne dyne gutt ryke sølv klappe,0.7254901960784313,1.0,0,"['a17', 'd12', 'd06', 'a16', 'a22', 'd11', 'a01', 'a08']","['d11', 'd06', 'a22', 'a16', 'a01', 'a08', 'd11', 'a17', 'd12', 'a16']",words_270_280.wav,../3x10_Concatenations/3x10_score_5_mixed,Medium
5,sjø briller skjære skjorte svømme fort hjort klo lun internett,0.4639175257731959,1.0,søt kvær søle myk start ekkoen klo rund grønn syk,0.6612903225806451,1.0,0,"['d05', 'd16', 'd04', 'd07', 'a16', 'a29', 'a33', 'a05', 'd09']","['d09', 'd07', 'a33', 'd16', 'a05', 'd05', 'd16', 'd04', 'a16', 'a29']",words_280_290.wav,../3x10_Concatenations/3x10_score_5_mixed,Medium
5,bart kropp børste plante hjort bleie plante gutt kurv kart,0.5063291139240507,1.0,stupet suge glore bjørn plante tin lund hun bryter tin,0.7413793103448276,1.0,0,"['d19', 'd05', 'd16', 'd04', 'd17', 'd15', 'd11', 'a18', 'd03']","['d17', 'a18', 'd03', 'd15', 'd19', 'd16', 'd11', 'd04', 'd05', 'd05']",words_290_300.wav,../3x10_Concatenations/3x10_score_5_mixed,Medium
5,skjorte brun lys svære kort mus ku kvern hjørne ødelagt,0.345679012345679,1.0,ødelagt by sjø briller blomst kremi start flue skjærf snø,0.8727272727272727,1.0,0,"['d05', 'a17', 'a20', 'd04', 'a14', 'a32', 'd17', 'd01', 'a18']","['d01', 'a32', 'a18', 'a17', 'd17', 'a20', 'a14', 'd04', 'd05', 'a18']",words_300_310.wav,../3x10_Concatenations/3x10_score_5_mixed,Medium
5,dyne ski børste kø gartner bra bjørn søppel nøkkel fugl,0.4050632911392405,1.0,fortid briller sjø kjorte sø kuts stupe søt ukle blå,0.7454545454545455,1.0,0,"['d19', 'a17', 'd12', 'd10', 'a31', 'd06', 'd11', 'a26', 'd18']","['d18', 'd06', 'd11', 'a17', 'd06', 'a31', 'd10', 'a26', 'd19', 'd12']",words_310_320.wav,../3x10_Concatenations/3x10_score_5_mixed,Medium
