id,original_score,original_word,transcribed_word,original_cer,transcribed_cer,transcribed_score,file_name,CER Output
a27,4,mur,mur,0.3333333333333333,0.0,5,a27_mur.wav,"CharacterOutput(references=[['m', 'u', 'r']], hypotheses=[['m', 'u', 'r']], alignments=[[AlignmentChunk(type='equal', ref_start_idx=0, ref_end_idx=3, hyp_start_idx=0, hyp_end_idx=3)]], cer=0.0, hits=3, substitutions=0, insertions=0, deletions=0)"
a18,5,mur,myr,0.0,0.3333333333333333,4,a18_mur.wav,"CharacterOutput(references=[['m', 'y', 'r']], hypotheses=[['m', 'u', 'r']], alignments=[[AlignmentChunk(type='equal', ref_start_idx=0, ref_end_idx=1, hyp_start_idx=0, hyp_end_idx=1), AlignmentChunk(type='substitute', ref_start_idx=1, ref_end_idx=2, hyp_start_idx=1, hyp_end_idx=2), AlignmentChunk(type='equal', ref_start_idx=2, ref_end_idx=3, hyp_start_idx=2, hyp_end_idx=3)]], cer=0.3333333333333333, hits=2, substitutions=1, insertions=0, deletions=0)"
a26,3,mur,nei,0.3333333333333333,1.0,1,a26_mur.wav,"CharacterOutput(references=[['n', 'e', 'i']], hypotheses=[['m', 'u', 'r']], alignments=[[AlignmentChunk(type='substitute', ref_start_idx=0, ref_end_idx=3, hyp_start_idx=0, hyp_end_idx=3)]], cer=1.0, hits=0, substitutions=3, insertions=0, deletions=0)"
a19,3,mur,mur,0.0,0.0,5,a19_mur.wav,"CharacterOutput(references=[['m', 'u', 'r']], hypotheses=[['m', 'u', 'r']], alignments=[[AlignmentChunk(type='equal', ref_start_idx=0, ref_end_idx=3, hyp_start_idx=0, hyp_end_idx=3)]], cer=0.0, hits=3, substitutions=0, insertions=0, deletions=0)"
a34,3,mur,møer,0.3333333333333333,0.5,3,a34_mur.wav,"CharacterOutput(references=[['m', 'ø', 'e', 'r']], hypotheses=[['m', 'u', 'r']], alignments=[[AlignmentChunk(type='equal', ref_start_idx=0, ref_end_idx=1, hyp_start_idx=0, hyp_end_idx=1), AlignmentChunk(type='substitute', ref_start_idx=1, ref_end_idx=2, hyp_start_idx=1, hyp_end_idx=2), AlignmentChunk(type='delete', ref_start_idx=2, ref_end_idx=3, hyp_start_idx=2, hyp_end_idx=2), AlignmentChunk(type='equal', ref_start_idx=3, ref_end_idx=4, hyp_start_idx=2, hyp_end_idx=3)]], cer=0.5, hits=2, substitutions=1, insertions=0, deletions=1)"
a25,5,mur,myrvi,0.0,0.6,2,a25_mur.wav,"CharacterOutput(references=[['m', 'y', 'r', 'v', 'i']], hypotheses=[['m', 'u', 'r']], alignments=[[AlignmentChunk(type='equal', ref_start_idx=0, ref_end_idx=1, hyp_start_idx=0, hyp_end_idx=1), AlignmentChunk(type='substitute', ref_start_idx=1, ref_end_idx=2, hyp_start_idx=1, hyp_end_idx=2), AlignmentChunk(type='equal', ref_start_idx=2, ref_end_idx=3, hyp_start_idx=2, hyp_end_idx=3), AlignmentChunk(type='delete', ref_start_idx=3, ref_end_idx=5, hyp_start_idx=3, hyp_end_idx=3)]], cer=0.6, hits=2, substitutions=1, insertions=0, deletions=2)"
a01,3,ørn,en,0.5,1.0,1,a01_oern.wav,"CharacterOutput(references=[['e', 'n']], hypotheses=[['ø', 'r', 'n']], alignments=[[AlignmentChunk(type='insert', ref_start_idx=0, ref_end_idx=0, hyp_start_idx=0, hyp_end_idx=1), AlignmentChunk(type='substitute', ref_start_idx=0, ref_end_idx=1, hyp_start_idx=1, hyp_end_idx=2), AlignmentChunk(type='equal', ref_start_idx=1, ref_end_idx=2, hyp_start_idx=2, hyp_end_idx=3)]], cer=1.0, hits=1, substitutions=1, insertions=1, deletions=0)"
d17,5,ørn,god dag,0.0,1.0,1,d17_oern.wav,"CharacterOutput(references=[['g', 'o', 'd', ' ', 'd', 'a', 'g']], hypotheses=[['ø', 'r', 'n']], alignments=[[AlignmentChunk(type='substitute', ref_start_idx=0, ref_end_idx=3, hyp_start_idx=0, hyp_end_idx=3), AlignmentChunk(type='delete', ref_start_idx=3, ref_end_idx=7, hyp_start_idx=3, hyp_end_idx=3)]], cer=1.0, hits=0, substitutions=3, insertions=0, deletions=4)"
d16,5,ørn,den,0.0,0.6666666666666666,2,d16_oern.wav,"CharacterOutput(references=[['d', 'e', 'n']], hypotheses=[['ø', 'r', 'n']], alignments=[[AlignmentChunk(type='substitute', ref_start_idx=0, ref_end_idx=2, hyp_start_idx=0, hyp_end_idx=2), AlignmentChunk(type='equal', ref_start_idx=2, ref_end_idx=3, hyp_start_idx=2, hyp_end_idx=3)]], cer=0.6666666666666666, hits=1, substitutions=2, insertions=0, deletions=0)"
a34,3,ørn,en,0.5,1.0,1,a34_oern.wav,"CharacterOutput(references=[['e', 'n']], hypotheses=[['ø', 'r', 'n']], alignments=[[AlignmentChunk(type='insert', ref_start_idx=0, ref_end_idx=0, hyp_start_idx=0, hyp_end_idx=1), AlignmentChunk(type='substitute', ref_start_idx=0, ref_end_idx=1, hyp_start_idx=1, hyp_end_idx=2), AlignmentChunk(type='equal', ref_start_idx=1, ref_end_idx=2, hyp_start_idx=2, hyp_end_idx=3)]], cer=1.0, hits=1, substitutions=1, insertions=1, deletions=0)"
a17,3,ørn,og en,0.5,0.8,1,a17_oern.wav,"CharacterOutput(references=[['o', 'g', ' ', 'e', 'n']], hypotheses=[['ø', 'r', 'n']], alignments=[[AlignmentChunk(type='substitute', ref_start_idx=0, ref_end_idx=2, hyp_start_idx=0, hyp_end_idx=2), AlignmentChunk(type='delete', ref_start_idx=2, ref_end_idx=4, hyp_start_idx=2, hyp_end_idx=2), AlignmentChunk(type='equal', ref_start_idx=4, ref_end_idx=5, hyp_start_idx=2, hyp_end_idx=3)]], cer=0.8, hits=1, substitutions=2, insertions=0, deletions=2)"
a16,4,ørn,øl,0.0,1.0,1,a16_oern.wav,"CharacterOutput(references=[['ø', 'l']], hypotheses=[['ø', 'r', 'n']], alignments=[[AlignmentChunk(type='equal', ref_start_idx=0, ref_end_idx=1, hyp_start_idx=0, hyp_end_idx=1), AlignmentChunk(type='insert', ref_start_idx=1, ref_end_idx=1, hyp_start_idx=1, hyp_end_idx=2), AlignmentChunk(type='substitute', ref_start_idx=1, ref_end_idx=2, hyp_start_idx=2, hyp_end_idx=3)]], cer=1.0, hits=1, substitutions=1, insertions=1, deletions=0)"
a29,4,ørn,all,0.5,1.0,1,a29_oern.wav,"CharacterOutput(references=[['a', 'l', 'l']], hypotheses=[['ø', 'r', 'n']], alignments=[[AlignmentChunk(type='substitute', ref_start_idx=0, ref_end_idx=3, hyp_start_idx=0, hyp_end_idx=3)]], cer=1.0, hits=0, substitutions=3, insertions=0, deletions=0)"
a28,4,ørn,og da er den,0.5,0.8333333333333334,1,a28_oern.wav,"CharacterOutput(references=[['o', 'g', ' ', 'd', 'a', ' ', 'e', 'r', ' ', 'd', 'e', 'n']], hypotheses=[['ø', 'r', 'n']], alignments=[[AlignmentChunk(type='substitute', ref_start_idx=0, ref_end_idx=1, hyp_start_idx=0, hyp_end_idx=1), AlignmentChunk(type='delete', ref_start_idx=1, ref_end_idx=7, hyp_start_idx=1, hyp_end_idx=1), AlignmentChunk(type='equal', ref_start_idx=7, ref_end_idx=8, hyp_start_idx=1, hyp_end_idx=2), AlignmentChunk(type='delete', ref_start_idx=8, ref_end_idx=11, hyp_start_idx=2, hyp_end_idx=2), AlignmentChunk(type='equal', ref_start_idx=11, ref_end_idx=12, hyp_start_idx=2, hyp_end_idx=3)]], cer=0.8333333333333334, hits=2, substitutions=1, insertions=0, deletions=9)"
d01,4,ørn,ørn,0.5,0.0,5,d01_oern.wav,"CharacterOutput(references=[['ø', 'r', 'n']], hypotheses=[['ø', 'r', 'n']], alignments=[[AlignmentChunk(type='equal', ref_start_idx=0, ref_end_idx=3, hyp_start_idx=0, hyp_end_idx=3)]], cer=0.0, hits=3, substitutions=0, insertions=0, deletions=0)"
a23,4,ørn,ørn,0.5,0.0,5,a23_oern.wav,"CharacterOutput(references=[['ø', 'r', 'n']], hypotheses=[['ø', 'r', 'n']], alignments=[[AlignmentChunk(type='equal', ref_start_idx=0, ref_end_idx=3, hyp_start_idx=0, hyp_end_idx=3)]], cer=0.0, hits=3, substitutions=0, insertions=0, deletions=0)"
a22,4,ørn,jeg,0.5,1.0,1,a22_oern.wav,"CharacterOutput(references=[['j', 'e', 'g']], hypotheses=[['ø', 'r', 'n']], alignments=[[AlignmentChunk(type='substitute', ref_start_idx=0, ref_end_idx=3, hyp_start_idx=0, hyp_end_idx=3)]], cer=1.0, hits=0, substitutions=3, insertions=0, deletions=0)"
a10,4,ørn,ørn,0.5,0.0,5,a10_oern.wav,"CharacterOutput(references=[['ø', 'r', 'n']], hypotheses=[['ø', 'r', 'n']], alignments=[[AlignmentChunk(type='equal', ref_start_idx=0, ref_end_idx=3, hyp_start_idx=0, hyp_end_idx=3)]], cer=0.0, hits=3, substitutions=0, insertions=0, deletions=0)"
a11,3,ørn,og,1.0,1.5,1,a11_oern.wav,"CharacterOutput(references=[['o', 'g']], hypotheses=[['ø', 'r', 'n']], alignments=[[AlignmentChunk(type='insert', ref_start_idx=0, ref_end_idx=0, hyp_start_idx=0, hyp_end_idx=1), AlignmentChunk(type='substitute', ref_start_idx=0, ref_end_idx=2, hyp_start_idx=1, hyp_end_idx=3)]], cer=1.5, hits=0, substitutions=2, insertions=1, deletions=0)"
d07,5,ørn,brød,0.0,0.75,2,d07_oern.wav,"CharacterOutput(references=[['b', 'r', 'ø', 'd']], hypotheses=[['ø', 'r', 'n']], alignments=[[AlignmentChunk(type='substitute', ref_start_idx=0, ref_end_idx=1, hyp_start_idx=0, hyp_end_idx=1), AlignmentChunk(type='equal', ref_start_idx=1, ref_end_idx=2, hyp_start_idx=1, hyp_end_idx=2), AlignmentChunk(type='substitute', ref_start_idx=2, ref_end_idx=3, hyp_start_idx=2, hyp_end_idx=3), AlignmentChunk(type='delete', ref_start_idx=3, ref_end_idx=4, hyp_start_idx=3, hyp_end_idx=3)]], cer=0.75, hits=1, substitutions=2, insertions=0, deletions=1)"
d06,5,ørn,vel,0.0,1.0,1,d06_oern.wav,"CharacterOutput(references=[['v', 'e', 'l']], hypotheses=[['ø', 'r', 'n']], alignments=[[AlignmentChunk(type='substitute', ref_start_idx=0, ref_end_idx=3, hyp_start_idx=0, hyp_end_idx=3)]], cer=1.0, hits=0, substitutions=3, insertions=0, deletions=0)"
a25,3,ørn,lønn,0.5,0.5,3,a25_oern.wav,"CharacterOutput(references=[['l', 'ø', 'n', 'n']], hypotheses=[['ø', 'r', 'n']], alignments=[[AlignmentChunk(type='delete', ref_start_idx=0, ref_end_idx=1, hyp_start_idx=0, hyp_end_idx=0), AlignmentChunk(type='equal', ref_start_idx=1, ref_end_idx=2, hyp_start_idx=0, hyp_end_idx=1), AlignmentChunk(type='substitute', ref_start_idx=2, ref_end_idx=3, hyp_start_idx=1, hyp_end_idx=2), AlignmentChunk(type='equal', ref_start_idx=3, ref_end_idx=4, hyp_start_idx=2, hyp_end_idx=3)]], cer=0.5, hits=2, substitutions=1, insertions=0, deletions=1)"
a07,1,ørn,og,1.0,1.5,1,a07_oern.wav,"CharacterOutput(references=[['o', 'g']], hypotheses=[['ø', 'r', 'n']], alignments=[[AlignmentChunk(type='insert', ref_start_idx=0, ref_end_idx=0, hyp_start_idx=0, hyp_end_idx=1), AlignmentChunk(type='substitute', ref_start_idx=0, ref_end_idx=2, hyp_start_idx=1, hyp_end_idx=3)]], cer=1.5, hits=0, substitutions=2, insertions=1, deletions=0)"
a06,4,ørn,ja,0.5,1.5,1,a06_oern.wav,"CharacterOutput(references=[['j', 'a']], hypotheses=[['ø', 'r', 'n']], alignments=[[AlignmentChunk(type='insert', ref_start_idx=0, ref_end_idx=0, hyp_start_idx=0, hyp_end_idx=1), AlignmentChunk(type='substitute', ref_start_idx=0, ref_end_idx=2, hyp_start_idx=1, hyp_end_idx=3)]], cer=1.5, hits=0, substitutions=2, insertions=1, deletions=0)"
d10,5,ørn,ørn,0.0,0.0,5,d10_oern.wav,"CharacterOutput(references=[['ø', 'r', 'n']], hypotheses=[['ø', 'r', 'n']], alignments=[[AlignmentChunk(type='equal', ref_start_idx=0, ref_end_idx=3, hyp_start_idx=0, hyp_end_idx=3)]], cer=0.0, hits=3, substitutions=0, insertions=0, deletions=0)"
d11,5,ørn,den,0.0,0.6666666666666666,2,d11_oern.wav,"CharacterOutput(references=[['d', 'e', 'n']], hypotheses=[['ø', 'r', 'n']], alignments=[[AlignmentChunk(type='substitute', ref_start_idx=0, ref_end_idx=2, hyp_start_idx=0, hyp_end_idx=2), AlignmentChunk(type='equal', ref_start_idx=2, ref_end_idx=3, hyp_start_idx=2, hyp_end_idx=3)]], cer=0.6666666666666666, hits=1, substitutions=2, insertions=0, deletions=0)"
a33,4,ørn,øl,0.5,1.0,1,a33_oern.wav,"CharacterOutput(references=[['ø', 'l']], hypotheses=[['ø', 'r', 'n']], alignments=[[AlignmentChunk(type='equal', ref_start_idx=0, ref_end_idx=1, hyp_start_idx=0, hyp_end_idx=1), AlignmentChunk(type='insert', ref_start_idx=1, ref_end_idx=1, hyp_start_idx=1, hyp_end_idx=2), AlignmentChunk(type='substitute', ref_start_idx=1, ref_end_idx=2, hyp_start_idx=2, hyp_end_idx=3)]], cer=1.0, hits=1, substitutions=1, insertions=1, deletions=0)"
a32,4,ørn,ørn,0.5,0.0,5,a32_oern.wav,"CharacterOutput(references=[['ø', 'r', 'n']], hypotheses=[['ø', 'r', 'n']], alignments=[[AlignmentChunk(type='equal', ref_start_idx=0, ref_end_idx=3, hyp_start_idx=0, hyp_end_idx=3)]], cer=0.0, hits=3, substitutions=0, insertions=0, deletions=0)"
d03,5,ørn,ø,0.0,2.0,1,d03_oern.wav,"CharacterOutput(references=[['ø']], hypotheses=[['ø', 'r', 'n']], alignments=[[AlignmentChunk(type='equal', ref_start_idx=0, ref_end_idx=1, hyp_start_idx=0, hyp_end_idx=1), AlignmentChunk(type='insert', ref_start_idx=1, ref_end_idx=1, hyp_start_idx=1, hyp_end_idx=3)]], cer=2.0, hits=1, substitutions=0, insertions=2, deletions=0)"
d02,4,ørn,i den,0.5,0.8,1,d02_oern.wav,"CharacterOutput(references=[['i', ' ', 'd', 'e', 'n']], hypotheses=[['ø', 'r', 'n']], alignments=[[AlignmentChunk(type='substitute', ref_start_idx=0, ref_end_idx=2, hyp_start_idx=0, hyp_end_idx=2), AlignmentChunk(type='delete', ref_start_idx=2, ref_end_idx=4, hyp_start_idx=2, hyp_end_idx=2), AlignmentChunk(type='equal', ref_start_idx=4, ref_end_idx=5, hyp_start_idx=2, hyp_end_idx=3)]], cer=0.8, hits=1, substitutions=2, insertions=0, deletions=2)"
a20,3,ørn,eh,1.0,1.5,1,a20_oern.wav,"CharacterOutput(references=[['e', 'h']], hypotheses=[['ø', 'r', 'n']], alignments=[[AlignmentChunk(type='insert', ref_start_idx=0, ref_end_idx=0, hyp_start_idx=0, hyp_end_idx=1), AlignmentChunk(type='substitute', ref_start_idx=0, ref_end_idx=2, hyp_start_idx=1, hyp_end_idx=3)]], cer=1.5, hits=0, substitutions=2, insertions=1, deletions=0)"
a21,3,ørn,oi,0.5,1.5,1,a21_oern.wav,"CharacterOutput(references=[['o', 'i']], hypotheses=[['ø', 'r', 'n']], alignments=[[AlignmentChunk(type='insert', ref_start_idx=0, ref_end_idx=0, hyp_start_idx=0, hyp_end_idx=1), AlignmentChunk(type='substitute', ref_start_idx=0, ref_end_idx=2, hyp_start_idx=1, hyp_end_idx=3)]], cer=1.5, hits=0, substitutions=2, insertions=1, deletions=0)"
d09,3,ørn,høie,0.5,0.75,2,d09_oern.wav,"CharacterOutput(references=[['h', 'ø', 'i', 'e']], hypotheses=[['ø', 'r', 'n']], alignments=[[AlignmentChunk(type='delete', ref_start_idx=0, ref_end_idx=1, hyp_start_idx=0, hyp_end_idx=0), AlignmentChunk(type='equal', ref_start_idx=1, ref_end_idx=2, hyp_start_idx=0, hyp_end_idx=1), AlignmentChunk(type='substitute', ref_start_idx=2, ref_end_idx=4, hyp_start_idx=1, hyp_end_idx=3)]], cer=0.75, hits=1, substitutions=2, insertions=0, deletions=1)"
d08,3,ørn,begs,0.5,1.0,1,d08_oern.wav,"CharacterOutput(references=[['b', 'e', 'g', 's']], hypotheses=[['ø', 'r', 'n']], alignments=[[AlignmentChunk(type='substitute', ref_start_idx=0, ref_end_idx=3, hyp_start_idx=0, hyp_end_idx=3), AlignmentChunk(type='delete', ref_start_idx=3, ref_end_idx=4, hyp_start_idx=3, hyp_end_idx=3)]], cer=1.0, hits=0, substitutions=3, insertions=0, deletions=1)"
a14,4,ørn,ø,0.0,2.0,1,a14_oern.wav,"CharacterOutput(references=[['ø']], hypotheses=[['ø', 'r', 'n']], alignments=[[AlignmentChunk(type='equal', ref_start_idx=0, ref_end_idx=1, hyp_start_idx=0, hyp_end_idx=1), AlignmentChunk(type='insert', ref_start_idx=1, ref_end_idx=1, hyp_start_idx=1, hyp_end_idx=3)]], cer=2.0, hits=1, substitutions=0, insertions=2, deletions=0)"
a15,3,ørn,hallo,0.5,1.0,1,a15_oern.wav,"CharacterOutput(references=[['h', 'a', 'l', 'l', 'o']], hypotheses=[['ø', 'r', 'n']], alignments=[[AlignmentChunk(type='substitute', ref_start_idx=0, ref_end_idx=3, hyp_start_idx=0, hyp_end_idx=3), AlignmentChunk(type='delete', ref_start_idx=3, ref_end_idx=5, hyp_start_idx=3, hyp_end_idx=3)]], cer=1.0, hits=0, substitutions=3, insertions=0, deletions=2)"
d14,5,ørn,ørn,0.0,0.0,5,d14_oern.wav,"CharacterOutput(references=[['ø', 'r', 'n']], hypotheses=[['ø', 'r', 'n']], alignments=[[AlignmentChunk(type='equal', ref_start_idx=0, ref_end_idx=3, hyp_start_idx=0, hyp_end_idx=3)]], cer=0.0, hits=3, substitutions=0, insertions=0, deletions=0)"
d15,4,ørn,ørn,0.5,0.0,5,d15_oern.wav,"CharacterOutput(references=[['ø', 'r', 'n']], hypotheses=[['ø', 'r', 'n']], alignments=[[AlignmentChunk(type='equal', ref_start_idx=0, ref_end_idx=3, hyp_start_idx=0, hyp_end_idx=3)]], cer=0.0, hits=3, substitutions=0, insertions=0, deletions=0)"
a09,3,ørn,ørrun,0.5,0.4,3,a09_oern.wav,"CharacterOutput(references=[['ø', 'r', 'r', 'u', 'n']], hypotheses=[['ø', 'r', 'n']], alignments=[[AlignmentChunk(type='equal', ref_start_idx=0, ref_end_idx=2, hyp_start_idx=0, hyp_end_idx=2), AlignmentChunk(type='delete', ref_start_idx=2, ref_end_idx=4, hyp_start_idx=2, hyp_end_idx=2), AlignmentChunk(type='equal', ref_start_idx=4, ref_end_idx=5, hyp_start_idx=2, hyp_end_idx=3)]], cer=0.4, hits=3, substitutions=0, insertions=0, deletions=2)"
a08,4,ørn,l,0.5,3.0,1,a08_oern.wav,"CharacterOutput(references=[['l']], hypotheses=[['ø', 'r', 'n']], alignments=[[AlignmentChunk(type='insert', ref_start_idx=0, ref_end_idx=0, hyp_start_idx=0, hyp_end_idx=2), AlignmentChunk(type='substitute', ref_start_idx=0, ref_end_idx=1, hyp_start_idx=2, hyp_end_idx=3)]], cer=3.0, hits=0, substitutions=1, insertions=2, deletions=0)"
a03,3,ørn,mm,0.5,1.5,1,a03_oern.wav,"CharacterOutput(references=[['m', 'm']], hypotheses=[['ø', 'r', 'n']], alignments=[[AlignmentChunk(type='insert', ref_start_idx=0, ref_end_idx=0, hyp_start_idx=0, hyp_end_idx=1), AlignmentChunk(type='substitute', ref_start_idx=0, ref_end_idx=2, hyp_start_idx=1, hyp_end_idx=3)]], cer=1.5, hits=0, substitutions=2, insertions=1, deletions=0)"
a02,4,ørn,nei,0.5,1.0,1,a02_oern.wav,"CharacterOutput(references=[['n', 'e', 'i']], hypotheses=[['ø', 'r', 'n']], alignments=[[AlignmentChunk(type='substitute', ref_start_idx=0, ref_end_idx=3, hyp_start_idx=0, hyp_end_idx=3)]], cer=1.0, hits=0, substitutions=3, insertions=0, deletions=0)"
d12,5,ørn,barn,0.0,0.5,3,d12_oern.wav,"CharacterOutput(references=[['b', 'a', 'r', 'n']], hypotheses=[['ø', 'r', 'n']], alignments=[[AlignmentChunk(type='substitute', ref_start_idx=0, ref_end_idx=1, hyp_start_idx=0, hyp_end_idx=1), AlignmentChunk(type='delete', ref_start_idx=1, ref_end_idx=2, hyp_start_idx=1, hyp_end_idx=1), AlignmentChunk(type='equal', ref_start_idx=2, ref_end_idx=4, hyp_start_idx=1, hyp_end_idx=3)]], cer=0.5, hits=2, substitutions=1, insertions=0, deletions=1)"
a30,3,ørn,ørn,0.5,0.0,5,a30_oern.wav,"CharacterOutput(references=[['ø', 'r', 'n']], hypotheses=[['ø', 'r', 'n']], alignments=[[AlignmentChunk(type='equal', ref_start_idx=0, ref_end_idx=3, hyp_start_idx=0, hyp_end_idx=3)]], cer=0.0, hits=3, substitutions=0, insertions=0, deletions=0)"
a31,5,ørn,ørn,0.0,0.0,5,a31_oern.wav,"CharacterOutput(references=[['ø', 'r', 'n']], hypotheses=[['ø', 'r', 'n']], alignments=[[AlignmentChunk(type='equal', ref_start_idx=0, ref_end_idx=3, hyp_start_idx=0, hyp_end_idx=3)]], cer=0.0, hits=3, substitutions=0, insertions=0, deletions=0)"
a04,2,ørn,bjørn,1.0,0.4,3,a04_oern.wav,"CharacterOutput(references=[['b', 'j', 'ø', 'r', 'n']], hypotheses=[['ø', 'r', 'n']], alignments=[[AlignmentChunk(type='delete', ref_start_idx=0, ref_end_idx=2, hyp_start_idx=0, hyp_end_idx=0), AlignmentChunk(type='equal', ref_start_idx=2, ref_end_idx=5, hyp_start_idx=0, hyp_end_idx=3)]], cer=0.4, hits=3, substitutions=0, insertions=0, deletions=2)"
a05,3,ørn,ørn,0.0,0.0,5,a05_oern.wav,"CharacterOutput(references=[['ø', 'r', 'n']], hypotheses=[['ø', 'r', 'n']], alignments=[[AlignmentChunk(type='equal', ref_start_idx=0, ref_end_idx=3, hyp_start_idx=0, hyp_end_idx=3)]], cer=0.0, hits=3, substitutions=0, insertions=0, deletions=0)"
d19,3,ørn,ja,0.5,1.5,1,d19_oern.wav,"CharacterOutput(references=[['j', 'a']], hypotheses=[['ø', 'r', 'n']], alignments=[[AlignmentChunk(type='insert', ref_start_idx=0, ref_end_idx=0, hyp_start_idx=0, hyp_end_idx=1), AlignmentChunk(type='substitute', ref_start_idx=0, ref_end_idx=2, hyp_start_idx=1, hyp_end_idx=3)]], cer=1.5, hits=0, substitutions=2, insertions=1, deletions=0)"
d18,4,ørn,en,0.0,1.0,1,d18_oern.wav,"CharacterOutput(references=[['e', 'n']], hypotheses=[['ø', 'r', 'n']], alignments=[[AlignmentChunk(type='insert', ref_start_idx=0, ref_end_idx=0, hyp_start_idx=0, hyp_end_idx=1), AlignmentChunk(type='substitute', ref_start_idx=0, ref_end_idx=1, hyp_start_idx=1, hyp_end_idx=2), AlignmentChunk(type='equal', ref_start_idx=1, ref_end_idx=2, hyp_start_idx=2, hyp_end_idx=3)]], cer=1.0, hits=1, substitutions=1, insertions=1, deletions=0)"
a19,4,ørn,nei,0.5,1.0,1,a19_oern.wav,"CharacterOutput(references=[['n', 'e', 'i']], hypotheses=[['ø', 'r', 'n']], alignments=[[AlignmentChunk(type='substitute', ref_start_idx=0, ref_end_idx=3, hyp_start_idx=0, hyp_end_idx=3)]], cer=1.0, hits=0, substitutions=3, insertions=0, deletions=0)"
a18,4,ørn,hei,0.0,1.0,1,a18_oern.wav,"CharacterOutput(references=[['h', 'e', 'i']], hypotheses=[['ø', 'r', 'n']], alignments=[[AlignmentChunk(type='substitute', ref_start_idx=0, ref_end_idx=3, hyp_start_idx=0, hyp_end_idx=3)]], cer=1.0, hits=0, substitutions=3, insertions=0, deletions=0)"
d04,5,ørn,eller,0.0,1.0,1,d04_oern.wav,"CharacterOutput(references=[['e', 'l', 'l', 'e', 'r']], hypotheses=[['ø', 'r', 'n']], alignments=[[AlignmentChunk(type='substitute', ref_start_idx=0, ref_end_idx=3, hyp_start_idx=0, hyp_end_idx=3), AlignmentChunk(type='delete', ref_start_idx=3, ref_end_idx=5, hyp_start_idx=3, hyp_end_idx=3)]], cer=1.0, hits=0, substitutions=3, insertions=0, deletions=2)"
d05,5,ørn,snørr,0.0,0.6,2,d05_oern.wav,"CharacterOutput(references=[['s', 'n', 'ø', 'r', 'r']], hypotheses=[['ø', 'r', 'n']], alignments=[[AlignmentChunk(type='delete', ref_start_idx=0, ref_end_idx=2, hyp_start_idx=0, hyp_end_idx=0), AlignmentChunk(type='equal', ref_start_idx=2, ref_end_idx=4, hyp_start_idx=0, hyp_end_idx=2), AlignmentChunk(type='substitute', ref_start_idx=4, ref_end_idx=5, hyp_start_idx=2, hyp_end_idx=3)]], cer=0.6, hits=2, substitutions=1, insertions=0, deletions=2)"
a27,5,ørn,ørn,0.0,0.0,5,a27_oern.wav,"CharacterOutput(references=[['ø', 'r', 'n']], hypotheses=[['ø', 'r', 'n']], alignments=[[AlignmentChunk(type='equal', ref_start_idx=0, ref_end_idx=3, hyp_start_idx=0, hyp_end_idx=3)]], cer=0.0, hits=3, substitutions=0, insertions=0, deletions=0)"
a26,4,ørn,ja,0.5,1.5,1,a26_oern.wav,"CharacterOutput(references=[['j', 'a']], hypotheses=[['ø', 'r', 'n']], alignments=[[AlignmentChunk(type='insert', ref_start_idx=0, ref_end_idx=0, hyp_start_idx=0, hyp_end_idx=1), AlignmentChunk(type='substitute', ref_start_idx=0, ref_end_idx=2, hyp_start_idx=1, hyp_end_idx=3)]], cer=1.5, hits=0, substitutions=2, insertions=1, deletions=0)"
a13,2,ørn,men,1.0,0.6666666666666666,2,a13_oern.wav,"CharacterOutput(references=[['m', 'e', 'n']], hypotheses=[['ø', 'r', 'n']], alignments=[[AlignmentChunk(type='substitute', ref_start_idx=0, ref_end_idx=2, hyp_start_idx=0, hyp_end_idx=2), AlignmentChunk(type='equal', ref_start_idx=2, ref_end_idx=3, hyp_start_idx=2, hyp_end_idx=3)]], cer=0.6666666666666666, hits=1, substitutions=2, insertions=0, deletions=0)"
a12,2,ørn,bjørn,1.0,0.4,3,a12_oern.wav,"CharacterOutput(references=[['b', 'j', 'ø', 'r', 'n']], hypotheses=[['ø', 'r', 'n']], alignments=[[AlignmentChunk(type='delete', ref_start_idx=0, ref_end_idx=2, hyp_start_idx=0, hyp_end_idx=0), AlignmentChunk(type='equal', ref_start_idx=2, ref_end_idx=5, hyp_start_idx=0, hyp_end_idx=3)]], cer=0.4, hits=3, substitutions=0, insertions=0, deletions=2)"
a05,3,dyne,syne,0.25,0.25,4,a05_dyne.wav,"CharacterOutput(references=[['s', 'y', 'n', 'e']], hypotheses=[['d', 'y', 'n', 'e']], alignments=[[AlignmentChunk(type='substitute', ref_start_idx=0, ref_end_idx=1, hyp_start_idx=0, hyp_end_idx=1), AlignmentChunk(type='equal', ref_start_idx=1, ref_end_idx=4, hyp_start_idx=1, hyp_end_idx=4)]], cer=0.25, hits=3, substitutions=1, insertions=0, deletions=0)"
a04,4,dyne,dyne,0.0,0.0,5,a04_dyne.wav,"CharacterOutput(references=[['d', 'y', 'n', 'e']], hypotheses=[['d', 'y', 'n', 'e']], alignments=[[AlignmentChunk(type='equal', ref_start_idx=0, ref_end_idx=4, hyp_start_idx=0, hyp_end_idx=4)]], cer=0.0, hits=4, substitutions=0, insertions=0, deletions=0)"
