score,input_string,translated_string,translated_CER,translated_WER,PER,WER,unique_id's,speaker_id's,length_deviation_words,audio_name,audio_path,model_name
4,bryter ørn glitter pære løpe sju jern frukt jern artist,pott arun skj fyrtukt skj spart høy skjigpadde spart jaan,0.8363636363636363,1.0,0.30864197530864196,1.0,"['d05', 'a17', 'd10', 'a31', 'a10', 'd15', 'a22', 'a07', 'a08']","['a10', 'd10', 'd05', 'a22', 'd15', 'a07', 'a17', 'a31', 'a07', 'a08']",0,words_210_220.wav,../3x10_Concatenations/3x10_score_4_mixed,Base
4,artist garn fregner buss søppel torne hjørne stupe bro torne,krop sidap lue brege snur rør kværr kynke ton kjørt,0.75,1.0,0.4175824175824176,1.0,"['d19', 'd05', 'a17', 'a04', 'a20', 'a09', 'a10', 'd15', 'a07', 'a08']","['a20', 'd15', 'd05', 'd19', 'a07', 'a04', 'a09', 'a10', 'a17', 'a08']",0,words_220_230.wav,../3x10_Concatenations/3x10_score_4_mixed,Base
4,hjørne skitten synge sur støvel brød fly rike rød fort,gjørte fjøtten bro nee gjørte hytte kjøma faktere flakser bare,0.7407407407407407,1.0,0.5068493150684932,1.0,"['a04', 'a32', 'a23', 'd13', 'a01', 'a19', 'a33', 'a15']","['a33', 'd13', 'a04', 'a19', 'a23', 'd13', 'a15', 'a32', 'a33', 'a01']",0,words_230_240.wav,../3x10_Concatenations/3x10_score_4_mixed,Base
4,drue øre frø flaske sjiraff smykke smør fregner trylle fjær,nå bareleerkanerfittsnurtjelappgrøyflukken,0.8135593220338984,1.0,0.23529411764705882,1.0,"['a14', 'a32', 'd06', 'd15', 'a12', 'a18', 'a27']","['a18', 'd06', 'a14', 'a18', 'a12', 'a27', 'a12', 'd15', 'a27', 'a32']",-8,words_240_250.wav,../3x10_Concatenations/3x10_score_4_mixed,Base
5,lytte sykkel kvern koffert skulder kropp fly pute hjerne flette,gloss snakke kjema blå huske barn kom gul miss,0.746031746031746,1.0,0.3287671232876712,1.0,"['d02', 'd05', 'd16', 'a16', 'd15', 'a25', 'a15', 'd03']","['d16', 'a15', 'd02', 'a16', 'a25', 'd05', 'd05', 'd03', 'd02', 'd15']",-1,words_0_10.wav,../3x10_Concatenations/3x10_score_5_mixed,Base
5,ødelagt frø ugle smerte bart svømme stupe frakk tær ski,lin går det opp bror internet korn unge natt søster døre bort senge,0.9090909090909091,1.3,0.4246575342465753,1.0,"['a30', 'a20', 'd16', 'd10', 'd15', 'd11', 'a33', 'd09', 'a27']","['a30', 'd16', 'd11', 'a27', 'd10', 'd15', 'd09', 'a33', 'a20', 'a27']",3,words_10_20.wav,../3x10_Concatenations/3x10_score_5_mixed,Base
5,skinke klappe prins hytte tær kart blokk flakse bær skøyter,ok trale sen brød skulder klem smør skippen dyr dyr,0.7457627118644068,1.0,0.5064935064935064,1.0,"['a30', 'd04', 'a31', 'd07', 'd17', 'd11', 'd13', 'd08']","['d04', 'd11', 'd17', 'a31', 'a30', 'd17', 'd07', 'd08', 'a30', 'd13']",0,words_20_30.wav,../3x10_Concatenations/3x10_score_5_mixed,Base
5,sølv sjakk bleie artist artist prins huske hylle gutt kropp,smarte snur barn slot og børste støvel uglag grøver lin gris,0.8135593220338984,1.1,0.20224719101123595,1.0,"['d02', 'd05', 'd09', 'd01', 'a29', 'd15', 'd18', 'a33']","['d02', 'd02', 'a33', 'd15', 'd18', 'd05', 'a29', 'd01', 'a33', 'd09']",1,words_30_40.wav,../3x10_Concatenations/3x10_score_5_mixed,Base
5,plystre støvel glitter flette sølv jus frø tjern gartner kvart,dernig ikke godt børste lass gå fort forti fortil sjermå kål høn krakke,0.8709677419354839,1.3,0.3493975903614458,1.0,"['a20', 'd07', 'a31', 'd06', 'a16', 'a21', 'd17', 'd11', 'a19', 'd03']","['d07', 'a31', 'd03', 'd11', 'a21', 'a19', 'a20', 'd06', 'a16', 'd17']",3,words_40_50.wav,../3x10_Concatenations/3x10_score_5_mixed,Base
5,søster terning syk blomst gartner dør bro tynn glør skive,krakk synge kran snø huske gjerne blad freiner lin førf,0.8070175438596491,1.0,0.4084507042253521,1.0,"['d19', 'd09', 'd08', 'd10', 'd07', 'd06', 'd11', 'a18', 'a33']","['d11', 'd19', 'a33', 'd11', 'd08', 'd06', 'd09', 'd10', 'a18', 'd07']",0,words_50_60.wav,../3x10_Concatenations/3x10_score_5_mixed,Base
5,frø kropp lue flakse klem skøyter grave vær vindu tårn,slikker slikker men flette blæge kork litte klappe forkjøy fly,0.8703703703703703,1.0,0.5068493150684932,1.0,"['d02', 'a30', 'a17', 'd07', 'd17', 'd15', 'd18', 'd03']","['d02', 'd15', 'd03', 'd17', 'd18', 'd07', 'd15', 'a30', 'd17', 'a17']",0,words_60_70.wav,../3x10_Concatenations/3x10_score_5_mixed,Base
5,tynn skjorte glitter krykke klo børste skitten fjorten bro børste,bys kun støvel jørk gal snøy skjera flette møn skjert,0.7230769230769231,1.0,0.18181818181818182,0.7,"['a30', 'd04', 'd10', 'd06', 'd01', 'd14', 'd13', 'a33', 'd08']","['a33', 'd01', 'a30', 'd13', 'd08', 'a33', 'd04', 'd14', 'd10', 'd06']",0,words_70_80.wav,../3x10_Concatenations/3x10_score_5_mixed,Base
5,syk søt fugl svømme glorie kikkert ku søt turn lys,tuna internet lys tim kjøtt søle snytt sik ball åh,0.84,1.0,0.34177215189873417,1.0,"['d04', 'd16', 'd01', 'a29', 'd15', 'a22', 'a18', 'a05', 'a19']","['d04', 'a22', 'a18', 'a05', 'd15', 'd15', 'a29', 'd01', 'd16', 'a19']",0,words_80_90.wav,../3x10_Concatenations/3x10_score_5_mixed,Base
5,frukt krakk huske gutt bleie frukt børste hjerte vindu skjerm,furt løben briller grønner kart rott fråkse hsjø hsjø hsjø hsjø hsjø hsjø hsjø hsjø,1.0163934426229508,1.5,0.43529411764705883,1.0,"['d19', 'd02', 'd05', 'd12', 'd04', 'a29', 'a18', 'd18', 'd09']","['d18', 'd02', 'd12', 'd09', 'd04', 'a29', 'd19', 'd05', 'a18', 'd09']",5,words_90_100.wav,../3x10_Concatenations/3x10_score_5_mixed,Base
5,frakk mur drops krone blokk sju kropp syk ødelagt søt,skjyn skjyn sted vel floss bløye flak kart grøn hon flye,0.8679245283018868,1.1,0.5056179775280899,1.0,"['d19', 'a20', 'a14', 'd07', 'd11', 'd18', 'd03', 'a33']","['d11', 'a20', 'a14', 'd07', 'd19', 'a33', 'd18', 'a20', 'a33', 'd03']",1,words_100_110.wav,../3x10_Concatenations/3x10_score_5_mixed,Base
5,skulder skulder fort skinke lys lue ku vindu huske start,kjøk et drap bryn gjønne carnival sik søtt sik tun smør,0.8035714285714286,1.1,0.20689655172413793,0.9,"['d19', 'd02', 'a02', 'd10', 'd07', 'a31', 'd17', 'd13', 'd18', 'a19']","['d13', 'a02', 'd02', 'd07', 'a31', 'd19', 'd18', 'd10', 'a19', 'd17']",1,words_110_120.wav,../3x10_Concatenations/3x10_score_5_mixed,Base
5,søppel flue skjerf kø brød skip skjørt sykkel hjort bart,sjø bal ful grann start skjæter hun fort troll sevekkel,0.7857142857142857,1.0,0.3563218390804598,1.0,"['d19', 'd12', 'd18', 'd04', 'd13', 'a05', 'a08', 'a33']","['d13', 'd19', 'a08', 'a33', 'd04', 'a05', 'd12', 'd18', 'd12', 'd13']",0,words_120_130.wav,../3x10_Concatenations/3x10_score_5_mixed,Base
5,blå tralle hjørne by hylle stupe hund skøyter nøkkel garn,løs løs pære nytten stømmer løs d snør løv trøller røv flaske,0.8245614035087719,1.2,0.4470588235294118,1.0,"['d09', 'd08', 'a20', 'd04', 'd16', 'd07', 'a10', 'a23', 'd11', 'a33']","['d07', 'a33', 'd04', 'a10', 'a20', 'd16', 'd08', 'a23', 'd09', 'd11']",2,words_130_140.wav,../3x10_Concatenations/3x10_score_5_mixed,Base
5,syk ødelagt hjørne skive nøkkel skjære gul ødelagt artist barn,smør smør grab tidol lise litt frukt mør mør,0.7580645161290323,1.0,0.5072463768115942,1.0,"['d09', 'a14', 'd06', 'd01', 'a16', 'd14', 'd15', 'a19', 'a33']","['a16', 'd14', 'a14', 'a33', 'd15', 'd01', 'd01', 'a19', 'd06', 'd09']",-1,words_140_150.wav,../3x10_Concatenations/3x10_score_5_mixed,Base
5,brød enhjørning kort syk søle troll skjema gul grønn frukt,gart nyr lin du er snø hitt grå klappe k fortid stort hjørte,0.8275862068965517,1.3,0.3595505617977528,1.0,"['d02', 'd05', 'd12', 'd04', 'd07', 'd01', 'd18', 'a19', 'a15']","['a19', 'd02', 'd07', 'd01', 'd07', 'd18', 'd05', 'a15', 'd04', 'd12']",3,words_150_160.wav,../3x10_Concatenations/3x10_score_5_mixed,Base
5,søster hylle bjørn dør svømme bleie premie bryter gutt kort,løve flaske stjerne inden nett gutt briter gull løve klam sjøk,0.8135593220338984,1.1,0.45454545454545453,1.0,"['d05', 'd02', 'd16', 'd07', 'd01', 'a21', 'a26', 'd08']","['d05', 'd05', 'd07', 'd16', 'a21', 'd16', 'd01', 'd02', 'a26', 'd08']",1,words_160_170.wav,../3x10_Concatenations/3x10_score_5_mixed,Base
5,bart nøkkel skøyter start skjerf snø støvel snø mus sjø,flette sjikke høyla sjikke kuh dør gjene frø kuh,0.7272727272727273,1.0,0.5072463768115942,1.0,"['d12', 'a20', 'a14', 'd01', 'a18', 'd18', 'a13', 'd09']","['a20', 'd01', 'd09', 'd01', 'a20', 'a18', 'd12', 'a14', 'd18', 'a13']",-1,words_170_180.wav,../3x10_Concatenations/3x10_score_5_mixed,Base
5,glitter smør internett smart start søppel sykkel kropp buss pluss,lys preme sjema plaster windel jan glitter sik tyn,0.7384615384615385,1.0,0.3076923076923077,1.0,"['d02', 'd06', 'd01', 'a16', 'd14', 'a01', 'd18', 'a19', 'a33']","['d06', 'd02', 'd02', 'a19', 'd14', 'd18', 'a33', 'a16', 'a01', 'd01']",-1,words_180_190.wav,../3x10_Concatenations/3x10_score_5_mixed,Base
5,port sju nøkkel tjern lyn blad mus kø grå blomst,bus garn gøtt dina huske krabta kjimp garni hys syraf,0.9166666666666666,1.0,0.43373493975903615,1.0,"['d05', 'd04', 'd10', 'd06', 'a34', 'd13', 'd18', 'a19', 'd09']","['a19', 'd10', 'd13', 'd09', 'd05', 'd06', 'd04', 'd05', 'd18', 'a34']",0,words_190_200.wav,../3x10_Concatenations/3x10_score_5_mixed,Base
5,tjern buss frø enhjørning lue drops ødelagt smykke stupe støvel,troll lædet brød jørk fratt barn min hjelna byss krupp,0.7777777777777778,1.0,0.5061728395061729,1.0,"['d02', 'd05', 'a04', 'd04', 'd07', 'd06', 'd17', 'a16', 'a10', 'd14']","['d17', 'a10', 'a16', 'd04', 'd06', 'd02', 'a04', 'd05', 'd14', 'd07']",0,words_200_210.wav,../3x10_Concatenations/3x10_score_5_mixed,Base
5,klær frø ski brød løpe søle plystre lytte klo nøkkel,sappel bløy flag sjø byss bløy sjø mint hittet sjø,0.8076923076923077,1.0,0.3283582089552239,1.0,"['d04', 'a32', 'a31', 'd17', 'd15', 'd13', 'a01', 'a08', 'a15']","['a31', 'a08', 'd13', 'a32', 'd17', 'd15', 'd04', 'd15', 'a01', 'a15']",0,words_210_220.wav,../3x10_Concatenations/3x10_score_5_mixed,Base
5,krakk gul barn fortid bart smykke jus tralle syk drops,plantet løse skjørt sjør rør blir stupe færm tre mør,0.8148148148148148,1.0,0.43209876543209874,1.0,"['d05', 'd04', 'd16', 'a09', 'd10', 'd07', 'd17', 'd15', 'd14']","['d16', 'd15', 'd05', 'd04', 'd07', 'd17', 'a09', 'd17', 'd14', 'd10']",0,words_220_230.wav,../3x10_Concatenations/3x10_score_5_mixed,Base
5,skulder bjørn søppel prins buss skjema start tre tårn flagg,tynne sene dille toene lærer hittet kval flaske hille kjære,0.847457627118644,1.0,0.5072463768115942,1.0,"['d02', 'd05', 'd12', 'd16', 'd10', 'd01', 'a16', 'd17', 'd13', 'a19']","['d10', 'd02', 'a16', 'd01', 'd12', 'd17', 'a19', 'd05', 'd13', 'd16']",0,words_230_240.wav,../3x10_Concatenations/3x10_score_5_mixed,Base
5,munn gartner plante pute planke dør rund mus smerte skive,troll byrre sorte klopp gyt flakse rykker flak bjørn en jålig,0.8245614035087719,1.1,0.2857142857142857,1.0,"['d02', 'd12', 'd16', 'd04', 'a32', 'd06', 'd17', 'd01', 'd15']","['a32', 'd17', 'd06', 'd02', 'd16', 'd12', 'd15', 'd01', 'd04', 'd15']",1,words_240_250.wav,../3x10_Concatenations/3x10_score_5_mixed,Base
5,grave krabbe hylle sju erter søt gutt sjakk bleie hjerne,grøn sjøtt sjøtt blomt av vakk rø drø skjøtt lig glæ du er,0.8392857142857143,1.3,0.4578313253012048,1.0,"['d12', 'd16', 'd07', 'd17', 'd14', 'd13', 'd18', 'd03']","['d18', 'd12', 'd16', 'd14', 'd17', 'd07', 'd03', 'd13', 'd13', 'd16']",3,words_250_260.wav,../3x10_Concatenations/3x10_score_5_mixed,Base
5,glorie start fortau frø kø bær sju kvern løpe snørr,planket huske planket kjøtt vørste hys brille gjørene plante kjøttet,0.9411764705882353,1.0,0.5053763440860215,1.0,"['a04', 'd16', 'd07', 'd06', 'd01', 'a29', 'a21', 'a28', 'd03']","['d06', 'd03', 'd16', 'a29', 'a04', 'a21', 'd01', 'a28', 'd07', 'd06']",0,words_260_270.wav,../3x10_Concatenations/3x10_score_5_mixed,Base
5,trylle klo sølv sil pære port skjorte tre tar sjiraff,hittet røn flasket dina dina gud rykka søl lappet,0.8301886792452831,1.0,0.3595505617977528,1.0,"['d02', 'a17', 'd08', 'd12', 'd04', 'd14', 'a23', 'a22', 'a18', 'a33']","['d04', 'd12', 'a33', 'a18', 'a17', 'd02', 'd14', 'd08', 'a23', 'a22']",-1,words_270_280.wav,../3x10_Concatenations/3x10_score_5_mixed,Base
5,brun hytte dør øre kø internett lun lyn skip flakse,søt kvei sjøret mit start ekkoen kloen ryn grøm sik,0.7843137254901961,1.0,0.4266666666666667,1.0,"['d19', 'd02', 'a17', 'd12', 'd04', 'a31', 'd11', 'a15', 'd09']","['d12', 'd09', 'd19', 'd04', 'a17', 'a31', 'a15', 'd19', 'd11', 'd02']",0,words_280_290.wav,../3x10_Concatenations/3x10_score_5_mixed,Base
5,bleie kjerne erter plante fregner lyn blå jern klappe øre,stupa sige glorja bjørn plamta tim nyn hun bryter tim,0.7543859649122807,1.0,0.5064935064935064,1.0,"['d05', 'd12', 'd16', 'a14', 'd10', 'a31', 'd11', 'd18', 'd03']","['d12', 'd16', 'd12', 'd05', 'd10', 'a31', 'd18', 'a14', 'd03', 'd11']",0,words_290_300.wav,../3x10_Concatenations/3x10_score_5_mixed,Base
5,klappe hus blokk synge briller rød snørr frukt synge dyne,ødlagt b kjø brillet blomst grøyne start fru shelf nah,0.7368421052631579,1.0,0.3380281690140845,1.0,"['d02', 'd08', 'a31', 'd17', 'd01', 'd15', 'd14', 'd13', 'd18', 'd03']","['d18', 'd15', 'd02', 'a31', 'd03', 'd17', 'd01', 'd08', 'd13', 'd14']",0,words_300_310.wav,../3x10_Concatenations/3x10_score_5_mixed,Base
5,hus blokk snørr klem plystre hjerte drops krabbe huske drue,fortid drill kjø kjø kuts søt uglø blå,0.7966101694915254,1.0,0.44,1.0,"['d05', 'a30', 'd16', 'a31', 'd13', 'a33', 'a19', 'd08']","['d05', 'd08', 'd13', 'd05', 'd08', 'a19', 'a30', 'd16', 'a33', 'a31']",-2,words_310_320.wav,../3x10_Concatenations/3x10_score_5_mixed,Base
